Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
ff6475e8b51668b53532f7b9df70e3d860000d14c889089d98b18d0e9c0be0be,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.745551,52.486360,On or near ST MARGARET'S ROAD,E01030262,Waveney 002B,Investigation complete; no suspect identified
997715cd9e8bbe291119e66c85ae95f2c6b69aa568f573dc01dfba2b250fd3e8,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.992652,51.969547,On or near DONKEY LANE,E01029905,Babergh 010G,Investigation complete; no suspect identified
41b1e4d52ab0a92975eda7d019308a53c13266984f2b31bcda83fe15e9be762a,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.152097,52.053668,On or near GREYFRIARS ROAD,E01033124,Ipswich 007F,Investigation complete; no suspect identified
4d8f5b03eb52aa47e25d364adaea68778691c2c16b340ce1e0d5ef4cead9f9ab,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.668909,52.298182,On or near CHIMNEY MILLS,E01030135,St Edmundsbury 008E,Investigation complete; no suspect identified
a2ac3d413cad2b7af00278a7bccd41d3a5747a01fbb46da7e5fa2c0b29c67f2e,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.252113,52.063612,On or near UPSONS WAY,E01030181,Suffolk Coastal 010A,Investigation complete; no suspect identified
3e7933bc69cf375246ccaec8bd7b83838258ffcf787882840e0e327a199d8ad7,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.208668,52.036706,On or near Supermarket,E01030196,Suffolk Coastal 011A,Investigation complete; no suspect identified
4d3d8179bff5876dd0e71d42c7546156b8b94a5f1a9ca5550cb471db35569edc,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.212435,52.034949,On or near BRAMBLE DRIVE,E01030196,Suffolk Coastal 011A,Investigation complete; no suspect identified
9e001cde5b455c901893d7c29330a6be59537fb2b187b7874a658f636341cc06,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.190510,52.056123,On or near BRITANNIA ROAD,E01030006,Ipswich 008E,Investigation complete; no suspect identified
ef9ca52c1741c534a5ad0a36ffdae9fc27b2f6c30a10ccba521a057718fd7073,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.452550,52.075178,On or near Petrol Station,E01030106,St Edmundsbury 014B,Investigation complete; no suspect identified
50a85bdcf606bbd5f9fed18abd94dd17360323a69f33a8455299e6e268a9f915,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.162786,52.055046,On or near GRIMWADE STREET,E01033129,Ipswich 007H,Investigation complete; no suspect identified
3f3671f196d6ed9350d44fef1ba273e75f7c1388e7d33089fbe76d2e6fac38a0,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.156325,51.985138,On or near Supermarket,E01029897,Babergh 011D,Investigation complete; no suspect identified
29fde05dd618a1d74dc7a42c924dd2e6b5b91ba28d702cc82d8ef3057125e19f,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.590510,52.160934,On or near FAIRFIELD MEWS,E01030153,Suffolk Coastal 004B,Investigation complete; no suspect identified
8792d1fbef0af992921df0bc1c13ed519388a07f7bf791a07248047187f19e69,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.748217,52.481328,On or near BERESFORD ROAD,E01030249,Waveney 004C,Investigation complete; no suspect identified
5e647fce11508e5b8474477db8165596f217e3b42dac334d60dc9f432c659ba7,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.715608,52.487189,On or near MOBBS WAY,E01030266,Waveney 003A,Investigation complete; no suspect identified
2e82957aacac213ec4b93111a84604b3aa1ea33f8f397e31fd6a2456ed9a9ff9,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.155254,52.058719,On or near TOWER STREET,E01033129,Ipswich 007H,Investigation complete; no suspect identified
9b4d0e9b8ac9a20cab67a4d416c8faad6e3931c39962123af1605d35ec8a8413,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.705317,52.241913,On or near MILL ROAD (SOUTH),E01030092,St Edmundsbury 007A,Investigation complete; no suspect identified
2f8f04bca2b625506f52be8bd2305878b91f09527b18623ceb1ce70692e39fdf,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.456660,52.350665,On or near PAMMENT'S LANE,E01032526,Forest Heath 003I,Investigation complete; no suspect identified
b8d65ee969049b26148967f4a266f9db7e359034aea0b88d51b76e5a2964c171,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.897015,52.125269,On or near BROWNS CLOSE,E01029876,Babergh 001A,Investigation complete; no suspect identified
09b81e7e2dbf5eeaedf3fbe759da5946beb2e7e3bea57f49b0b5226e29d45969,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.166439,52.046673,On or near HOLY WELLS ROAD,E01029991,Ipswich 011C,Investigation complete; no suspect identified
b54a8ad2e1da5eba71e41ab7c508e37a4a263d0283839605ee413808a64ddbb6,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.134140,52.085141,On or near Supermarket,E01030035,Ipswich 001D,Investigation complete; no suspect identified
7d7b1993a02ca858e0fb68017ae6b94640cff96cf4a1acde6e9213b0b91ef75c,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.723143,52.441060,On or near LONDON ROAD,E01030253,Waveney 012D,Investigation complete; no suspect identified
2e8a6eeb3068025bf30dad63372c38224b08f9b590b7b447c4bb7856d65fd81b,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.123551,52.049141,On or near ASTER ROAD,E01029984,Ipswich 010A,Investigation complete; no suspect identified
77de17cd31befb4bb1e16595d1abc174a424cc276665e679aef9564ec116c4d9,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.148043,52.081892,On or near HENLEY AVENUE,E01030033,Ipswich 001B,Investigation complete; no suspect identified
ec344f93520c20f66c2d169331574b99903bf8431d3a2559d407d0df31fb9a8f,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.713904,52.253703,On or near Parking Area,E01030137,St Edmundsbury 006D,Investigation complete; no suspect identified
c13fc325aee4a74e305a677902edb6445016a40530fe24703b1bd40d0af2a468,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.749965,52.471568,On or near Parking Area,E01030258,Waveney 007D,Investigation complete; no suspect identified
55f377b983a819da22da5be28239bf9d860cc18b75eb6b66c1f4601bf7bdf1a9,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.021109,52.195801,On or near SYCAMORE ROAD,E01030081,Mid Suffolk 005D,Investigation complete; no suspect identified
7343b88f5f57d59ddb3d397565b0ce782e09df6658b1635fe7e186008a1dda4a,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.122438,52.046571,On or near Parking Area,E01029987,Ipswich 010D,Investigation complete; no suspect identified
f87a1e4e4bfe7a1ea767599d8f899e543d23ad8093b85ba43ae29852f76ec3a4,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.400801,52.252827,On or near GREVILLE STARKEY AVENUE,E01029955,Forest Heath 006D,Investigation complete; no suspect identified
f7523e62666b73ce9a32bbc7d42033797422e25498e6be58e36ee2b736ba78fe,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.739700,52.465686,On or near LORNE ROAD,E01030254,Waveney 007B,Investigation complete; no suspect identified
f66758cc757e8486094a891ec9a84631ac5c67265816964d17da6ffc228a62f0,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.747560,52.476897,On or near STANLEY STREET,E01030250,Waveney 004D,Investigation complete; no suspect identified
ab6130901ba26887ad82f33fec21b7b54e872c4b1cec53b465d734d042cb3c0c,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.918006,52.236205,On or near WILLIAM ARMSTRONG CLOSE,E01030050,Mid Suffolk 004C,Investigation complete; no suspect identified
c581425565856f392dbed857b028f0d56a908ee7b5bd90b4b272d1b69e985af7,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.402300,52.248561,On or near SKEAPING CLOSE,E01029954,Forest Heath 006C,Investigation complete; no suspect identified
aa0abb68edf94a989f6d8318e87ab78422e53219056f6f0290ec6c54f1105b48,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.167053,52.050614,On or near SILOAM PLACE,E01033126,Ipswich 011F,Investigation complete; no suspect identified
4d09367c7ffb67825ee607c7027dd3eb365d0e7da61c818eb531f8a41bbb856c,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.119675,52.046680,On or near KINGFISHER AVENUE,E01030013,Ipswich 013B,Investigation complete; no suspect identified
d881dddf38cfd05c06bb6e06d5efb2a6d4012e13d3bc3d0478646a8c605a1e97,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.523086,52.417543,On or near WINGS ROAD,E01029944,Forest Heath 002E,Investigation complete; no suspect identified
abc93298cfc263a60b7cd7b6911763c88eb481d53df4bd116659765499ef5e61,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.536420,52.096530,On or near RECTORY ROAD,E01030199,Suffolk Coastal 007C,Investigation complete; no suspect identified
bcee6b0f67313c54e29e0bf9e48201e9ab9b9e217ef6bc1ceec8a8af849d65c7,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.153162,52.046840,On or near CROFT STREET,E01029970,Ipswich 012C,Investigation complete; no suspect identified
3152c654023cfdd2c934df29cb940250fc27d752dc20f79d6675bad69c803375,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.525135,52.421986,On or near BIRCH CRESCENT,E01029944,Forest Heath 002E,Investigation complete; no suspect identified
6ce348efac53dd64c853b11056b3c34cc168031b376a40cd43e660cb5ef606fb,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.130350,52.077102,On or near CHESTERFIELD DRIVE,E01029976,Ipswich 002D,Investigation complete; no suspect identified
a67c4e0ae3e6cf5fa3fa612e0d794538d21813ffe5799191abc9b26983bd5f08,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.160799,52.054182,On or near STAR LANE,E01033129,Ipswich 007H,Investigation complete; no suspect identified
3ff1759a187a9e470d56498550a29a33d872d1a0277db27ebf222f05f76ea5f1,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.745940,52.048587,On or near TRAFALGAR ROAD,E01029914,Babergh 007C,Investigation complete; no suspect identified
d95e85ccdd13472e9508e07502be02983b115c4c33c48975aaf3271ba823038c,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.143191,52.049427,On or near ANCASTER ROAD,E01029985,Ipswich 010B,Investigation complete; no suspect identified
fadf5e5867246638bbbb9077016ba9494667d37e3173c63173a46e2df3c107d1,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.987421,52.191020,On or near CURWEN ROAD,E01030073,Mid Suffolk 008A,Investigation complete; no suspect identified
e1431dfe84cfa3ab989cd4adb434b977062ea50c9824005d1791f3c24abb62b0,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.332420,51.967232,On or near HALL POND WAY,E01030168,Suffolk Coastal 014C,Investigation complete; no suspect identified
3b797260c2d750d61ace08eb436029f5c49c938de03362b18e01061f269f4de9,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.180438,52.056468,On or near TOLWORTH ROAD,E01029958,Ipswich 007A,Investigation complete; no suspect identified
699dcc14b622b80f4c083ffe317b7cd9dc2493f60d34362f553386b1515002c9,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.069070,52.212162,On or near LARTERS LANE,E01030083,Mid Suffolk 007C,Investigation complete; no suspect identified
0d626e64277d9e7d92de50479054af0d94ccc6ab0c4c8d339a06a7fb745dfbd1,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.754610,52.481314,On or near Parking Area,E01030247,Waveney 007A,Investigation complete; no suspect identified
a9a83f03a9f886ec03463d072102ae3bdc86fa1214e05f8e8055033debd277be,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.868647,52.092409,On or near BARN CLOSE,E01029907,Babergh 001C,Investigation complete; no suspect identified
d8b6db1c48e43bc3f07ca232f9ba232b0d4aa8e4849d6f42342186f98d3fb673,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.120295,52.035071,On or near SWALLOWTAIL CLOSE,E01029908,Babergh 005D,Investigation complete; no suspect identified
b5eb6f0a1471cf010c75c751027a14b8da70748f8f47def13dfc18876a4c2d67,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.752492,52.243627,On or near KENDALL CLOSE,E01033050,St Edmundsbury 005G,Investigation complete; no suspect identified
3f802cc95605df6b1e164d3b1f59d88f19f4ce99386c82a4fe20839979ef722a,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.661700,52.436378,On or near CHAPEL ROAD,E01030286,Waveney 011B,Investigation complete; no suspect identified
e7cfd9d9259ab7283c25e0d6531a6fe3b97103433b66906608b1dfb765729686,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.194049,52.184902,On or near NEW ROAD,E01030057,Mid Suffolk 007B,Investigation complete; no suspect identified
348a8bc9a4f55a733ada0467bb51777d2b7e28dd3ff7f4272400e82f2164fa12,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.588708,52.347008,On or near A145,E01030229,Waveney 015A,Investigation complete; no suspect identified
2679242a183eeed2cae611c408847690b99fd82a3fb85d671b8a46dc6d7c4ee7,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.507897,52.345263,On or near WEST DRIVE,E01029947,Forest Heath 004E,Investigation complete; no suspect identified
83417c0716686d1ba9dd919e2b56305c236ed11957fcaa33c24b0878ab7950ed,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.710055,52.249691,On or near BLOMFIELD STREET,E01033046,St Edmundsbury 006F,Investigation complete; no suspect identified
3d881ef99a971144de7dfc8fa76128a5389c08e5b5104e8aaf88240aae2cf68c,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.165357,52.050560,On or near DUKE STREET,E01033126,Ipswich 011F,Investigation complete; no suspect identified
f6a0b3510d74fb649d8920a6624a629fbe2e0463b5eb8a06294d063c455f9105,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.704419,52.238453,On or near Supermarket,E01030147,St Edmundsbury 009E,Investigation complete; no suspect identified
1b052e64b3bd89a11edaecf4f942e08594a7e51197ba3633703eedff79ee0fd4,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.307923,52.032142,On or near WATERMILL ROAD,E01030198,Suffolk Coastal 010F,Investigation complete; no suspect identified
8899306b5d1cfd5af4a3e9a9ab7ab30dc3a433a6e23d6027a2e5bc5ec753ba88,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.520349,52.226216,On or near BROOKSIDE,E01029957,Forest Heath 005C,Investigation complete; no suspect identified
eb50b52cd2ab8b542c0f3dbec04162212e694ab275bdd776ee680871f0564af5,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.968023,52.050016,On or near RAMSEY ROAD,E01029893,Babergh 004B,Investigation complete; no suspect identified
067cb8151f8f8af29b76512ca5864566f0e20bd5b05a9b881db7a19f7345e011,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.646189,52.393790,On or near Park/Open Space,E01029928,Forest Heath 001C,Investigation complete; no suspect identified
c3e9bd7975537f2649fe579ee5487830e2d7055291f4f4f19fa43f794a665feb,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.967234,52.303056,On or near FINNINGHAM ROAD,E01030068,Mid Suffolk 002F,Investigation complete; no suspect identified
894c8fe2a9e6b8b5667390a1bb53c6247d87fdc67b3e209208f631d3a4c77c6e,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.422007,52.084640,On or near PRINCESS WAY,E01030109,St Edmundsbury 012A,Investigation complete; no suspect identified
29b78c4282f9baa41d8df1b942df8313f988c049e12aa0e67a39f5f47ff61bd4,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.739640,52.492916,On or near TELESIA COURT,E01030279,Waveney 002D,Investigation complete; no suspect identified
7c78389db712b2c41f53800fa0dbf9745b35796ffeff4257254d41bb316f816a,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.171600,52.085954,On or near SWAN LANE,E01030221,Suffolk Coastal 006C,Investigation complete; no suspect identified
248960596191ebdd894415a31f04e8282f9816349648511e4042bb17b5f65681,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.704078,52.510568,On or near Prison,E01030260,Waveney 001E,Investigation complete; no suspect identified
84984aa1a37b7539d13393f0bbe2d5ed3e6bbd0e200224c0675a257f5b5deb2d,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.557916,52.449714,On or near Sports/Recreation Area,E01030224,Waveney 010B,Investigation complete; no suspect identified
810f6623ff8c53b17de693770450daf6552513dc07b2b94e51d7b60f477d9629,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.726701,52.467662,On or near EDGERTON ROAD,E01030257,Waveney 008A,Investigation complete; no suspect identified
cf7eb7ce5cf90917c6da6a20803df4799cd529677ef0941acae367e52cecb3e9,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.987880,52.079561,On or near MILL LANE,E01029911,Babergh 004F,Investigation complete; no suspect identified
8ad1e80c29979eb10a53dc3271843347dc7a8d9137eb5133302f26a2e94d9d48,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.588708,52.347008,On or near A145,E01030229,Waveney 015A,Investigation complete; no suspect identified
3752f7f0a19ec3f4a36f6f2378487c88d90f6d833da6c9cc998d2ea482493e12,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.750197,52.487625,On or near WORTHING ROAD,E01030246,Waveney 004A,Investigation complete; no suspect identified
85b6cc8e7fb064fb311066aed856fa5234c03a9da9b6970e3767109833f8e5c3,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.664205,52.119710,On or near BRAGGON'S HILL,E01029881,Babergh 002A,Investigation complete; no suspect identified
15cb1ee15c3f768e8503ad6f9b3a55507e04a73d9142d8f46fc812ee5ac736e5,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.988501,52.187710,On or near LUCENA COURT,E01030073,Mid Suffolk 008A,Investigation complete; no suspect identified
384827c9d5c9259b7f1a0b70c93e5c2fc9cc930272eaac738b32fcc4305dcf55,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.440137,52.082261,On or near BROOK SERVICE ROAD,E01030113,St Edmundsbury 014E,Investigation complete; no suspect identified
5fbb20a96b6d106df993a7d43db88282be5b7ef9e0a118a3de084c2ba7db2ab9,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.728784,52.493673,On or near FOXBOROUGH ROAD,E01030280,Waveney 003E,Investigation complete; no suspect identified
7ffe385ded28f0f62d2d8b1f9ac0847618f5c0a7a543c9d70dd3e3c00720539c,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.729103,52.501614,On or near HOWLEY GARDENS,E01030281,Waveney 002E,Investigation complete; no suspect identified
b93bb4c29a8eb9f2d17f54db2a5bf624bc5f84ef384e5a1ed738bce6eddff432,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.198022,52.033237,On or near Petrol Station,E01033128,Ipswich 014F,Investigation complete; no suspect identified
3e2110151d1504d79e89c2d3c6d6907189d9134913bf50835354254a76c3dfd4,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.130350,52.077102,On or near CHESTERFIELD DRIVE,E01029976,Ipswich 002D,Investigation complete; no suspect identified
00312c0687a8dbdf93a89fe7ec4a0e1071303972dc435edfd92e79c38bd5ee37,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.127386,52.056837,On or near DICKENS ROAD,E01029984,Ipswich 010A,Investigation complete; no suspect identified
e3b460fa412747f97163a8cfeb2ada6abfe8c10000bd59856d3a92f28499169e,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.733813,52.036782,On or near Parking Area,E01029918,Babergh 007F,Investigation complete; no suspect identified
dbfa4f0fa828da75b1d752a584fc0ccdb6e40d2fdce2104862541a4d54e7d2a9,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.451654,52.080403,On or near RUFFLES ROAD,E01030106,St Edmundsbury 014B,Investigation complete; no suspect identified
068265c93c108a62f11856c4c51d133d1a7298ecb3e262a40f21c15a2bca9074,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.363368,51.968662,On or near OLD HALL CLOSE,E01033450,Suffolk Coastal 013G,Investigation complete; no suspect identified
6cf47810a4fa81ff1ad3e801a1c077a78ebed3a1c3332971e9bbffdef0e993a3,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.639775,52.087264,On or near LOWER STREET,E01030099,St Edmundsbury 010A,Investigation complete; no suspect identified
6bd001eea8eacc286f417ca1557dbcea572df8f9a1da68f9b4e6520267b89114,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.692992,52.446962,On or near THE GARDENS,E01030236,Waveney 009B,Investigation complete; no suspect identified
905c53bdf9eea55f5c6cb8a115acf1bc944e2322a775e452a841792136a9f9c8,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.126841,52.038809,On or near CHESTERTON CLOSE,E01030018,Ipswich 015B,Investigation complete; no suspect identified
36f416956c44f3cc1763b2149a1a0740430d5eef371cd9110375de6fc7e9f9f1,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.479043,52.170799,On or near BRADLEY ROAD,E01018017,East Cambridgeshire 011A,Investigation complete; no suspect identified
870626b27be923763b9194ffea7d8ba4acefbbc66666bdb4924b103ae35eee0f,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.100984,52.025544,On or near BUCK'S HORNS LANE,E01029879,Babergh 005C,Investigation complete; no suspect identified
7415b56e3458195707ce38e040426217a0d4de06ebf3aa303fe6d8a11871a35c,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.625900,52.444942,On or near WARREN CLOSE,E01029927,Forest Heath 001B,Investigation complete; no suspect identified
fe53693601581c602785d23408fcf9b25094e794d2a7141f39b13a575369abbb,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.198082,52.035708,On or near THE DRIFT,E01033131,Ipswich 014G,Investigation complete; no suspect identified
beeb17d9000d25942f4fd4ee8f31b49ffb990c1c0492c3d80c5d168071c8694d,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.785215,52.186239,On or near BURY ROAD,E01030138,St Edmundsbury 004C,Investigation complete; no suspect identified
5d603a3795ad0189a5e7c23b9df29b822f74a0f1fbb4d641cf75dac8494b8ce4,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.646189,52.393790,On or near Park/Open Space,E01029928,Forest Heath 001C,Investigation complete; no suspect identified
aafb05d202d5da0eea33e05232faaaeba5b1374d285026bb7bb1ece23c5de059,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.754948,52.481304,On or near OLD MARKET PLAIN,E01030247,Waveney 007A,Investigation complete; no suspect identified
07974881e270629075d6e6816d88df9fd8fad78a483dd6f930bb755a4d3b2c83,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.754610,52.481314,On or near Parking Area,E01030247,Waveney 007A,Investigation complete; no suspect identified
d2fe52c1171d6dd16f809d1a2ebf10e2bec556ca3b894ad7ff1e01a4fdd6d711,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.211830,52.035658,On or near ACACIA CLOSE,E01030196,Suffolk Coastal 011A,Investigation complete; no suspect identified
5fa1ebb981a40def9655333ef47545da7a216ff92e6455fbfa93fa2fdd0a14be,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.588708,52.347008,On or near A145,E01030229,Waveney 015A,Investigation complete; no suspect identified
795b409b8d50b2f1e54cc4b8d1df948cfe0efca04b1e7fe11b13d954c5b1fea7,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.075283,52.022405,On or near Parking Area,E01029877,Babergh 005A,Investigation complete; no suspect identified
59d8ef16460110058c36ba3184eb85d5112a24ab04b2e3a2f005a35fbce8cc73,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.907385,52.236404,On or near PIGHTLE CLOSE,E01030051,Mid Suffolk 006A,Investigation complete; no suspect identified
4c72b5e9ba8efd25daeb00ced7318ebd6f001a1e8fe5045c9a6a9ae90ce7aef6,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.114172,52.076182,On or near DAIMLER ROAD,E01030028,Ipswich 003B,Investigation complete; no suspect identified
097540a27c553fd5064e92bc9c938865edf492fdc56f45887e78acd681bdda93,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.074612,51.989244,On or near GROVE ROAD,E01029883,Babergh 010D,Investigation complete; no suspect identified
0b146dde9d194e04fb17030d58c2a625881bd19b40eca45d1ef7c134de85dd98,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.138539,52.065255,On or near BLENHEIM ROAD,E01030022,Ipswich 006A,Investigation complete; no suspect identified
13b62e2ec1ee8949cd9ec82e8747b3c563fb82e2d24e165deece66bea520ad97,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.705717,52.276157,On or near PARK AVENUE,E01030103,St Edmundsbury 004A,Investigation complete; no suspect identified
96e475c84a9469402e05c284983b20e5732934a6622c399a3068b7d9f266f25e,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.124185,52.051741,On or near HONEYSUCKLE GARDENS,E01029984,Ipswich 010A,Investigation complete; no suspect identified
66164708ad0be8fdd4a55bc8fea264cabfcae337f0ac8d9148e0f43046a5a9c9,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.152097,52.053668,On or near GREYFRIARS ROAD,E01033124,Ipswich 007F,Investigation complete; no suspect identified
6d29277b56c2e6bab280b42909441dedc1b3b30b03306e43c969ae065fa310ca,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.148635,52.050289,On or near WILLOUGHBY ROAD,E01029985,Ipswich 010B,Investigation complete; no suspect identified
a3f3767c351cf870364d16181112e7285bdf6079d9f44a883a27d59ce6b7d602,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.140286,52.068725,On or near SHERRINGTON ROAD,E01030009,Ipswich 005C,Investigation complete; no suspect identified
ab8aa7d6f77c99f4021a7530fb434a457badc1c84411d532d7a75ebad7d0858a,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.705865,52.250434,On or near SPRINGFIELD AVENUE,E01033043,St Edmundsbury 006E,Investigation complete; no suspect identified
f10fa521c946f048bd9c26c7d4621f7f1467d8c6fea29da03892ee076fe53be1,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.711568,52.240879,On or near A1302,E01030091,St Edmundsbury 006A,Investigation complete; no suspect identified
a1b843d148fa5a9d0828430b5a7b920b02f737fa4116eb4581caa68faab21617,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.752087,52.484903,On or near QUEEN'S ROAD,E01030248,Waveney 004B,Investigation complete; no suspect identified
c4f92e01c9d4183d594bb48337c211bff41e52ffee4d3d1a1a42718421c9eb24,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.557084,52.185337,On or near Park/Open Space,E01030150,St Edmundsbury 010C,Investigation complete; no suspect identified
1b376c32fd7bca58a38e500789ff7f9c536afd9a004a711d9ed3137e12717823,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.275405,52.071421,On or near ANGELA CLOSE,E01030190,Suffolk Coastal 010C,Investigation complete; no suspect identified
560261d9ae07ee741e811ffc0e0917ab90705fb96c4d4d588f9db65adf21af3e,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.348017,52.125791,On or near YARMOUTH ROAD,E01030193,Suffolk Coastal 005A,Investigation complete; no suspect identified
866972e718445c52ff4da480ef34dab597a66b0c3ba7c1fc4458ffb45ff8dd0a,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.707984,52.258749,On or near NORTHGATE AVENUE,E01030130,St Edmundsbury 003A,Investigation complete; no suspect identified
0ccfc302a9b30fee8aaead73b1e97d18307a2cbe422cd65371eaf4664fa40b27,2013-07,Suffolk Constabulary,Suffolk Constabulary,1.277346,52.066033,On or near Petrol Station,E01030190,Suffolk Coastal 010C,Investigation complete; no suspect identified
f804ec22e69367e78a4a459f6517e71260d994993f37fbf7201ef76fa6363835,2013-07,Suffolk Constabulary,Suffolk Constabulary,0.399228,52.254630,On or near MAT DAWSON CLOSE,E01029955,Forest Heath 006D,Investigation complete; no suspect identified
