Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
c382c1791fdd92389036738c03cca271d52e92c70a4329eacf202f44d1d7d0d2,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.941787,51.869521,On or near WESLEY WAY,W01000623,Pembrokeshire 004D,Investigation complete; no suspect identified
934c98953ce743ca4fa85225cc6d066ac03ec123c03de16cb08fc86b53207d66,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-3.144621,52.662742,On or near WESTWOOD PARK,W01000501,Powys 003D,Investigation complete; no suspect identified
59b4b8cc13c5bf31df899bb0e24d0b0d268fa4ab6899b98a141bec4d4089e58e,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-3.306424,52.514750,On or near Petrol Station,W01000480,Powys 008A,Investigation complete; no suspect identified
f81d4220cd98b6a48b52c1c1092f5ff06c2820e37d331b2778fccc49cbc94d05,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-3.306424,52.514750,On or near Petrol Station,W01000480,Powys 008A,Investigation complete; no suspect identified
178905fe7948c13b414b65a5c10bcf5d2c4bdd67cf3fdafe6a3984b69867cae7,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.313199,51.859710,On or near FERRAR STREET,W01000637,Carmarthenshire 007A,Investigation complete; no suspect identified
821382595d375be01603e762587e5a57c5c3ca5c3159f7765290ca81fc311a03,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-3.402660,51.953427,On or near CRADOC ROAD,W01001902,Powys 017G,Investigation complete; no suspect identified
5ef4aa5d663293a48cff493b3bb13ecc381fae358db8fa15ad8afa7245e14bb8,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-3.463576,51.923967,On or near PEN Y FAN CLOSE,W01001897,Powys 020D,Investigation complete; no suspect identified
9a83dcece0bf7d78f10374c2422f105ff14a63b50568c0c8792d067f1cf33896,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-3.315348,52.515999,On or near Shopping Area,W01000480,Powys 008A,Investigation complete; no suspect identified
6c1002dfebc2914650bcdc9a878ac1b7f4f436fe6663d61655bdb92f5e67a018,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-3.753296,51.783851,On or near PEN-Y-BRYN,W01000504,Powys 021D,Unable to prosecute suspect
8617aadd20e2a36f40d1c7438bc01eb1b21da8ca97325731fb77e06d3883b8aa,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.307526,51.855550,On or near QUAY STREET,W01000641,Carmarthenshire 008A,Unable to prosecute suspect
89a928b252d61caca98782190fd0e754adfaa9854ff994f5213fc179fce5baf3,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-3.586609,51.914531,On or near Parking Area,W01000474,Powys 020B,Unable to prosecute suspect
d2c98260143c333e087af38dfbe84d856f8fe0a4bd00a16136b678640357f477,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-3.331961,52.507857,On or near LLYS AFALLEN,W01000478,Powys 009A,Unable to prosecute suspect
0c11f0b798266ca764033eb60e19125832d6f252d493a8cb3ecdf655ad6fd261,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.677086,52.078263,On or near AWEL-Y-MOR,W01000613,Pembrokeshire 001E,Unable to prosecute suspect
e52a576782a29559abcfb16615190392128e3dc743f314ae1dd68a7edc1e2b8f,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.078083,52.415873,On or near TRINITY ROAD,W01000512,Ceredigion 002A,Unable to prosecute suspect
6c58aa57c78a2f288f3132eae51eeb3b221e5c1c927290f9c2aca3572fa43640,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.314302,51.857432,On or near ST DAVID'S STREET,W01000645,Carmarthenshire 006C,Unable to prosecute suspect
1bef1cadba63442b4a6307610cbbe74c2ea597ec02b06708a76586c313576de9,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.976113,51.787380,On or near WOODLANDS PARK,W01000586,Pembrokeshire 006C,Unable to prosecute suspect
0e1be3de056f55d067010429733fe12dc2661a28b9eb06bafdf9decd2f914c40,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.909676,51.673743,On or near GOOSE'S LANE,W01000608,Pembrokeshire 015D,Unable to prosecute suspect
0f3c401b2178d3bf2798c68726a072610ad1dfd0a5f4d83a87cdcc954604df8c,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.088744,52.412762,On or near STRYD Y RO,W01000517,Ceredigion 002D,Unable to prosecute suspect
00f53193cdeb01833f355cfd99712b7d4bdee247c7e5fba16702c287d842d4cc,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.985525,51.800982,On or near HAWTHORN RISE,W01000571,Pembrokeshire 006A,Unable to prosecute suspect
e4f83a54c283c4a72785a4954e546c27f570844179e7150ad03a9c8d3a7b31f8,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.157721,52.074389,On or near Parking Area,W01000702,Carmarthenshire 001D,Unable to prosecute suspect
b51a414b946f83568c0ec1e2d3657e034cd2961234864fb9ad36c895b18a6d14,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.299133,51.860409,On or near PRIORY STREET,W01000641,Carmarthenshire 008A,Unable to prosecute suspect
cdf011d8241454a419b7ba2f1920d3af4a7c96b5b02c60ba89a1c889f0ec147f,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.835661,52.017597,On or near MAES INGLI,W01000597,Pembrokeshire 002E,Unable to prosecute suspect
63e94e1c40dacfcdc4564c71faaf26c4c5c815abee0c17af1a9c3c5288097970,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.162610,51.680639,On or near JOHN STREET,W01000654,Carmarthenshire 023B,Suspect charged
63e94e1c40dacfcdc4564c71faaf26c4c5c815abee0c17af1a9c3c5288097970,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.162610,51.680639,On or near JOHN STREET,W01000654,Carmarthenshire 023B,Suspect charged
63e94e1c40dacfcdc4564c71faaf26c4c5c815abee0c17af1a9c3c5288097970,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.162610,51.680639,On or near JOHN STREET,W01000654,Carmarthenshire 023B,Suspect charged
63e94e1c40dacfcdc4564c71faaf26c4c5c815abee0c17af1a9c3c5288097970,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.162610,51.680639,On or near JOHN STREET,W01000654,Carmarthenshire 023B,Suspect charged
90afb62b52224d4986e6c6325f94338c625ca338d003a3e610b8be8f4fb5e01b,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.120985,51.685445,On or near BRYNAWELON,W01000707,Carmarthenshire 025D,Suspect charged
9fcd6b8b1adfc188171aea07a7ba999c8bdc768ad8235a8dec764f64418bc840,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.148916,51.674956,On or near GRANT STREET,W01000631,Carmarthenshire 024D,Offender given a caution
ee13e1bcb15501220f931d839988e64eace113b26fd128d87c05c2fbf54549be,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.311448,51.856427,On or near LAMMAS STREET,W01000641,Carmarthenshire 008A,Suspect charged
af997d61279a4cc9f69832641bb3c7d4d1613967d00c8e45c988ee52a5aaf07d,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.937480,51.687612,On or near IMBLE CLOSE,W01000604,Pembrokeshire 013E,Investigation complete; no suspect identified
b89ad16474153ef4403d02c13b698525ba790cd500fb8d50badda2c8d27a1e65,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-3.419005,51.947998,On or near Parking Area,W01001897,Powys 020D,Investigation complete; no suspect identified
c3b1bb503dbf7ca9a6267ccd9cb5a7a36ac68bdcf6e21c8248a21c09f8981dd0,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.738795,51.798917,On or near CROFT VILLAS,W01000595,Pembrokeshire 007C,Investigation complete; no suspect identified
0c8897c201092ff73601a2e3a6ed84299ed8a2febff9d917e3fdfd2faebe673d,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-3.375955,52.248842,On or near TREMONT ROAD,W01000455,Powys 013B,Investigation complete; no suspect identified
3521780ad7d2394ce3b98929e500acdc9231fa3fa8f7bbc176f77236b73f006e,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-3.988724,51.793213,On or near STRYD FAWR,W01000626,Carmarthenshire 013B,Investigation complete; no suspect identified
7e0a3c0871b13b9cfed8c1c68dcf85bd294292c6cceb160a7f2cbf63ef486a15,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-3.988724,51.793213,On or near STRYD FAWR,W01000626,Carmarthenshire 013B,Investigation complete; no suspect identified
0ccaabc232ce6b0a4b4ae5d30bdb6ac239643bcbfdc94454b1b5c60a76e58cd5,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-3.402052,52.151926,On or near LLANELWEDD TERRACE,W01000459,Powys 014D,Investigation complete; no suspect identified
764e9866f93efd71d800f42e18e416468cf72432799354edefc9b94f5926de15,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.943449,51.691959,On or near BUSH STREET,W01000603,Pembrokeshire 013D,Investigation complete; no suspect identified
5eb8722ab87e08949b947c89973bf712845950ae0affd08e96a40170a6e8c9b5,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.981425,51.803479,On or near CLARESTON CLOSE,W01000570,Pembrokeshire 005C,Investigation complete; no suspect identified
49194c2e9fc08cf757e4cd7d6313fc7dd6af716a6f82d19374c4b849dc172374,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.971081,51.800611,On or near MARKET STREET,W01000568,Pembrokeshire 005A,Investigation complete; no suspect identified
07599290dbc348e8a11b205afb23d6697f7b70331d76a3ef2c92ec2c03ab6833,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.966308,51.802593,On or near PICTON PLACE,W01000568,Pembrokeshire 005A,Investigation complete; no suspect identified
f84f71d76a3b5906691b4aba9a97846f6cc823ce1fff7b6fea607ecde55664ce,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.045232,52.152360,On or near Parking Area,W01000537,Ceredigion 008D,Investigation complete; no suspect identified
17b17ccab88c40489d8fd335e89469440f6aff1f374ccb21e02f896b45ea4793,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.161241,51.674064,On or near GREAT WESTERN CRESCENT,W01000733,Carmarthenshire 026E,Investigation complete; no suspect identified
4dda4b17a731225479e4d2d8924d7696c2a1a18c313d0bcbe18a46980f44442b,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.973672,51.802074,On or near SPRING GARDENS LANE,W01000571,Pembrokeshire 006A,Investigation complete; no suspect identified
31caff0faf4cdf2d9d9797781641f9b3f36459d68a87999d11bc43f4a6fdc50d,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-5.034292,51.714515,On or near EDWARD STREET,W01000587,Pembrokeshire 010A,Investigation complete; no suspect identified
731fe9bfe0c9bdae5d10bae0b83ff9d7372acaf83f3f95dc0347220fbfbf3fe1,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-3.568026,51.944093,On or near COEDBACH,W01000474,Powys 020B,Investigation complete; no suspect identified
85763e810b053443c6781155d533503f708f11841a41fccd1d875c21abfa7ad2,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.085139,52.411783,On or near HEOL-Y-BONT,W01000517,Ceredigion 002D,Investigation complete; no suspect identified
7d2376c2685c99503458e27eac58847c24fb95068f210201f9d360a1a542ae60,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.083958,52.415410,On or near STRYD-Y-POPTY,W01000513,Ceredigion 002B,Investigation complete; no suspect identified
08c6f687757edae6b37e19e17e2733065da8035ba25b8ff3f3ac882f03206487,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.161847,51.681031,On or near COWELL STREET,W01000654,Carmarthenshire 023B,Investigation complete; no suspect identified
abbc93660c92fca9b30ab51dab4a626ad2754b9975c257d2517b636f46d08759,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.158912,51.681975,On or near Shopping Area,W01000654,Carmarthenshire 023B,Investigation complete; no suspect identified
3bcaf294231c0e5d81178cd02c73140d684fa5f245fb629566ccc16efe27c594,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.271448,51.869004,On or near CLOS YR ONNEN,W01000624,Carmarthenshire 005A,Investigation complete; no suspect identified
0c3af11e917be0680179fe798f7b8dd7d1459d5430386b8442bdc0d2ceec627d,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.940833,51.697817,On or near PIER ROAD,W01000600,Pembrokeshire 013A,Investigation complete; no suspect identified
4e44fa41d806918adc978c8beb8f8d24e8c3975dc356c94665eea52c0f5d006b,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-3.871782,51.811329,On or near BRYN AVENUE,W01000718,Carmarthenshire 010D,Investigation complete; no suspect identified
bd639724bbaabedf685a27ec046ee692f4810fd612650ee6364e037e2e311eca,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-3.050149,52.344326,On or near HIGH STREET,W01000449,Powys 011C,Investigation complete; no suspect identified
db39b02bac192f2b31f5ff29577a3b04adba1df5f2ce53d70d06335e5c463fd3,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-3.310793,52.512984,On or near Shopping Area,W01000480,Powys 008A,Investigation complete; no suspect identified
6c78dabce557ec0dbe83d4048d4cf9ed96ea3ee7c4d419fa66b03d6dfb4026e5,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.151254,52.156533,On or near B4337,W01000535,Ceredigion 008C,Investigation complete; no suspect identified
8c4d520ee58a0d5702f3d20cdeec6e9edfd9e65ee920ba904ddfe5561ab2edeb,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.156944,51.678909,On or near BIGYN LANE,W01000733,Carmarthenshire 026E,Investigation complete; no suspect identified
0fd97bb7d316fa49a2f9468bf32f7532a7c4df9453fdf7c4210f0972ebd8da1f,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-3.085963,52.231439,On or near Parking Area,W01000484,Powys 011E,Investigation complete; no suspect identified
83dbc662317dd4e426c8f5f0874736afa017bc6616277c8a3a98fa3cd9ec58c5,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.634726,51.761672,On or near Petrol Station,W01000553,Pembrokeshire 011A,Investigation complete; no suspect identified
393d8b81542be3ce06656d67709cb76ca36ca98e2ab992277bbc97bb68efba46,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.948076,51.689001,On or near TREGENNIS HILL,W01000603,Pembrokeshire 013D,Investigation complete; no suspect identified
7b5bbe572ee43d33b48a1280986fc22d5792539f229ef54f35b0760da571e502,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.939163,51.691473,On or near GWYTHER STREET,W01000603,Pembrokeshire 013D,Investigation complete; no suspect identified
49b219ff848799a6af415947d6c8ec578f2b939fa983cd10c3328c696c62581e,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-5.096841,51.783935,On or near ATLANTIC DRIVE,W01000622,Pembrokeshire 008E,Investigation complete; no suspect identified
fe3170d4f194c30656dc7809391c32f7d7c1fa1d47e837993ffe5639c538223f,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.970167,51.801713,On or near Shopping Area,W01000568,Pembrokeshire 005A,Investigation complete; no suspect identified
821e0c0641a10ceafd1fa401ae080e74088dd01d2a1f2c5ef0f221fb80d170f5,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.374098,52.176149,On or near CAER HENWAS,W01000532,Ceredigion 007B,Investigation complete; no suspect identified
d4d252de6de9b899640227d4ef945deba55eeb3d51619251b6ef7beec2c875dc,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.374098,52.176149,On or near CAER HENWAS,W01000532,Ceredigion 007B,Investigation complete; no suspect identified
0c8597a8ce62b9f32774e4a8030f96c8728ecef4aa55a714e1668046431d60ae,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.263091,52.240530,On or near PENMAESGLAS,W01000506,Ceredigion 005A,Investigation complete; no suspect identified
033ad19a9950715188e1c338c7b18a69af94b7deb879e3cee52ebb6a4b3d573a,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.469637,52.038731,On or near Sports/Recreation Area,W01000646,Carmarthenshire 003A,Investigation complete; no suspect identified
3343c7ed13bb34f0753c5804c086118a89bc692693c77147b91e7a0cd8adaab5,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.178056,51.685695,On or near ISCOED,W01000667,Carmarthenshire 023C,Investigation complete; no suspect identified
7d7b407f25302ef7aeeb905b40f87c52ebda624d27ed172dd025ffe3c11b1b44,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.168768,51.683889,On or near GREENWAY STREET,W01000654,Carmarthenshire 023B,Investigation complete; no suspect identified
73a545ac9f668d950ebd169bdf420cefab1b1f3793b4b0f13bcc8e11ed1c5122,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.315008,51.858740,On or near GLANNANT ROAD,W01000645,Carmarthenshire 006C,Investigation complete; no suspect identified
df804aa86d52751e8c93087cec36a8568c2db5db4a0b4671040ed80fa128e373,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.316756,52.042845,On or near Sports/Recreation Area,W01000533,Ceredigion 010D,Investigation complete; no suspect identified
cd4791e6a87e8094fef5aede51ee24965cff13f4008a169e93f652f44e4b7b88,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.397673,52.023708,On or near PARC MEIROS,W01000688,Carmarthenshire 003B,Investigation complete; no suspect identified
9f8a11386c919cf382ae8054c941f33cd20ab0d65b19de4240ec89b80ec5c794,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.080382,52.413485,On or near Parking Area,W01000513,Ceredigion 002B,Investigation complete; no suspect identified
ae53e985772049aae08443047a813a1b825f1c6d4590215c9313aab08831a5b1,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.154594,51.689123,On or near HAULWEN TERRACE,W01000704,Carmarthenshire 022B,Investigation complete; no suspect identified
a0775d67ae0b6a86da7211e14e99b08a6bd36039964bd0413bdc07c98d3f11df,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.265755,52.242214,On or near BEACH PARADE,W01000506,Ceredigion 005A,Investigation complete; no suspect identified
47bbdcedd20695695fb325a8573bef41fc080b638b0659617113b524bd63fed3,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.083647,52.114451,On or near FFYNON BEDR,W01000528,Ceredigion 008B,Investigation complete; no suspect identified
3304ca7f174e1761dac2d27538bffe535b8ef9e8326acbff2ef12163dcf8d7d3,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-3.315126,52.516469,On or near OLD CHURCH STREET,W01000480,Powys 008A,Investigation complete; no suspect identified
590e8db382ee69ad0b0f638cdd82ed6dc9271a10717235ad145951305d72b22a,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.084218,52.419676,On or near ALBERT PLACE,W01001934,Ceredigion 002F,Investigation complete; no suspect identified
cb1cd46116e4aa5103e271c71e676d0a9d469bd7e56428b8047b0f9fea9a29b7,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-3.296013,52.518505,On or near Shopping Area,W01000480,Powys 008A,Investigation complete; no suspect identified
273dccb8d6cb1713105b75597f1edc6bdc7b16cf21e10fe9510de8d9bf21b3d2,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.898058,51.674157,On or near ST MICHAEL'S ROAD,W01000609,Pembrokeshire 014D,Investigation complete; no suspect identified
d05f0e9970d302844a55ad497efcb0291cb43c176ab481a7a0e808d358fbf4f3,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-3.901637,51.800293,On or near DYNEVOR ROAD,W01000656,Carmarthenshire 010A,Investigation complete; no suspect identified
18b147c96f49a3797af3d091568214d59e3f7ad730b6b1b28784b91af31cfd2b,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-5.045992,51.714310,On or near JAMES STREET,W01000589,Pembrokeshire 012A,Investigation complete; no suspect identified
fcdb08aa8c38829c2d83da38fcc2d72276a4968dca83b79c88e44f9652def1ee,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-5.040677,51.709124,On or near CHAPEL STREET,W01000590,Pembrokeshire 012B,Investigation complete; no suspect identified
eed94966b77467eb13851a6274e5e35838102090d97d085e2333f4c288636a5c,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-5.024004,51.715913,On or near COOMBS DRIVE,W01000588,Pembrokeshire 010B,Investigation complete; no suspect identified
b39d42c9afa9ed76f08be80d83a7495f2454755b4159f718fc515e69a399c54b,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.979502,51.997675,On or near MARCHGAE PADDOCK,W01000565,Pembrokeshire 002B,Investigation complete; no suspect identified
2be7944eb88fcba3fcbc64d51c839985845dab60fdde11b4607fdcfb84e56039,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.243844,51.682568,On or near SILVER TERRACE,W01000633,Carmarthenshire 021B,Investigation complete; no suspect identified
3117f6c355930663ef945d11f91c7a526e6b6d91385127086a7a3c9bf62eef56,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-3.316723,52.516649,On or near Nightclub,W01000480,Powys 008A,Investigation complete; no suspect identified
6df290253c6d38e4957f9cb03589b5183749e28e99e50332d405d72390ec557c,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-3.146931,52.660032,On or near CHURCH STREET,W01000499,Powys 003B,Investigation complete; no suspect identified
adbe459b9f63aebc0fb19451e8fec122dbe85c1ac09d09e43b93dc903615845c,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.119859,51.679306,On or near LLWYNHENDY ROAD,W01000708,Carmarthenshire 025E,Investigation complete; no suspect identified
aed849c44566f88b9e661942b388c5847af42fffda1311e2e598d902767fe03a,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.120985,51.685445,On or near BRYNAWELON,W01000707,Carmarthenshire 025D,Investigation complete; no suspect identified
74bd34a89213ef36d216be0b23fbc235c4912d3e3e8d9e10907cf1e3b4ef8d38,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.079469,51.700693,On or near PARC MORLAIS,W01000692,Carmarthenshire 019C,Investigation complete; no suspect identified
db6bb7df4e22343b89b03250240ff92fd3a331c5adc05fd4a1a91f78b17cf833,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.127015,51.690012,On or near DAFEN INN ROW,W01000651,Carmarthenshire 020A,Investigation complete; no suspect identified
b7b7199b625eff3f37f04bb306e6bd44aac48d5539ba284f62d2605e81cac0ac,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.127015,51.690012,On or near DAFEN INN ROW,W01000651,Carmarthenshire 020A,Investigation complete; no suspect identified
28b2803c59bdf3e2f2687a17c2f4cebb426a68eea8f6a4cfd90c76daa943f43d,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.120579,51.679230,On or near LLWYNHENDY ROAD,W01000708,Carmarthenshire 025E,Investigation complete; no suspect identified
5615d569810eb86ee37edfc7d42e5a6dca9e303d6b1c3ac5643fddecc828f978,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.124543,51.683888,On or near DOLWAR FACH,W01000707,Carmarthenshire 025D,Investigation complete; no suspect identified
47213560bea684c093ad570ba3c3bc965f65064bb60062308053f33104843db3,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.071890,51.703947,On or near Pedestrian Subway,W01000665,Carmarthenshire 017A,Investigation complete; no suspect identified
6989d3c369b14c0330841a8a0eca303026f9bebb0442d9467ae736cd698001e5,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.127751,51.682886,On or near PEMBERTON ROAD,W01000706,Carmarthenshire 025C,Investigation complete; no suspect identified
97fcd00c67b9c7b9f203a0f1866b3d4380964db00d909f9263218e0978786fa5,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.127427,51.695410,On or near HEOL Y WAUNFACH,W01000651,Carmarthenshire 020A,Investigation complete; no suspect identified
30e4085608623195526fa93127b08cd5e253e1bd508d0e8417cf58243cf5a5a9,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.127751,51.682886,On or near PEMBERTON ROAD,W01000706,Carmarthenshire 025C,Investigation complete; no suspect identified
2e314fe5ffec79e2df2105aada52715805fa8c455ea2baaf248e8672d4af1f3f,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.016402,51.779109,On or near HEOL BROWN,W01000731,Carmarthenshire 017C,Investigation complete; no suspect identified
d901c214bbca33d2869fa489bc99af139da8964ed948b418e8ba0bd8f833cad5,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-3.988724,51.793213,On or near STRYD FAWR,W01000626,Carmarthenshire 013B,Investigation complete; no suspect identified
d603fce364a6c4ce907b1d453291bdd5619da2ab3f5dbdd391c2c1a37a71ed56,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-3.988841,51.789291,On or near CARREGAMMAN ISAF,W01000625,Carmarthenshire 013A,Investigation complete; no suspect identified
a885a8fc9a4dd9024cca1e9deea88f415eb4acc41a9d7002f15e3fbf9ca24b39,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-3.988724,51.793213,On or near STRYD FAWR,W01000626,Carmarthenshire 013B,Investigation complete; no suspect identified
542c9d53474c4ea29afb1c53f41723886d94b2548a596e620e33376e088f6fd6,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-3.988724,51.793213,On or near STRYD FAWR,W01000626,Carmarthenshire 013B,Investigation complete; no suspect identified
aefd18ac9c9916de1e6e9c5bde37b00d91556c83bf4aeb8dc6b4989f8bbf3b9d,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-5.197817,51.873447,On or near GLANHAFAN,W01000618,Pembrokeshire 003D,Investigation complete; no suspect identified
5edadff2df8772a60eb3a9bd83e4e3329f88267b363d618883e4a7113ddb4770,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.996314,51.753912,On or near HALL COURT,W01000575,Pembrokeshire 008C,Investigation complete; no suspect identified
d00f77458d03ce90070b70912a4ad8abb7735bf24d7036e7aa2135ff427c1815,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.992808,52.002311,On or near Parking Area,W01000567,Pembrokeshire 002D,Offender given a caution
42733e3b7ca79f75604b75575f14ad902a20817fcfcc141078b40c62db26f055,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.930485,51.673181,On or near Sports/Recreation Area,W01000606,Pembrokeshire 015B,Investigation complete; no suspect identified
7278d39da4102ca326bdd4c76f00c005cfbe0591bdd8ef506a237c13cfc1f559,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.716440,51.733478,On or near Sports/Recreation Area,W01000576,Pembrokeshire 011D,Investigation complete; no suspect identified
7b6d2ee2331985a2ff9f53eb85e6e1fbc471f3737e93e55dc07f4870eee03cac,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-3.371173,51.849021,On or near Parking Area,W01001897,Powys 020D,Investigation complete; no suspect identified
f952c611544ed78066f1d43b714585df57eb21fbfcf4481d7ee2f9d8154d3f0f,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-4.140293,51.690527,On or near BRYNGOLAU,W01000652,Carmarthenshire 020B,Investigation complete; no suspect identified
6be9adb8756be1f12520d1c0a5c41164a1cd48524d8fee4908ff3eb92cf46351,2014-05,Dyfed-Powys Police,Dyfed-Powys Police,-5.023972,51.711309,On or near MURRAY ROAD,W01000587,Pembrokeshire 010A,Investigation complete; no suspect identified
