Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
1915d48d753778ac73b1fbc1b74058703e5754932649f4249893f90af53e35f3,2015-07,Essex Police,Essex Police,,,No location,,,Offender given a caution
4d5e2669bb96ce4dee720db14108896315d42b8830065ba18bd9711f08360705,2015-07,Essex Police,Essex Police,,,No location,,,Investigation complete; no suspect identified
277b622ee0eafdc4e9bad764c320b830a75f645c15f05ab0725c7c937f26117e,2015-07,Essex Police,Essex Police,0.049490,51.626016,On or near ALFRED ROAD,E01021743,Epping Forest 015B,Investigation complete; no suspect identified
2cc35035e8f236f3356c80435c8f5351523d393b1ef9e2133aeb847746d9757d,2015-07,Essex Police,Essex Police,0.086303,51.771334,On or near Hospital,E01021843,Harlow 004E,Investigation complete; no suspect identified
8fa1c7b0ad836ae4cb9cda1576b0979668b04f411a92c520e81c700f6a29fa02,2015-07,Essex Police,Essex Police,1.154354,51.788616,On or near COLNE ROAD,E01022025,Tendring 016B,Investigation complete; no suspect identified
5abc2699ffbe7ef766c45fc4a37d16fde252211615e615d02af1a72e22291fc2,2015-07,Essex Police,Essex Police,0.051740,51.629439,On or near ROUS ROAD,E01021742,Epping Forest 015A,Investigation complete; no suspect identified
dd1b2eb6708f5f4b89f1ed21f6e1f5f2f7659fea37575369dee5b86f7f9954ce,2015-07,Essex Police,Essex Police,0.310608,51.612479,On or near HARTSWOOD CLOSE,E01021474,Brentwood 008E,Investigation complete; no suspect identified
68d169c655989b9f6528435f98839f4f907818a3fc30a62ce8e30efc99be0809,2015-07,Essex Police,Essex Police,0.306440,51.622003,On or near Theatre/Concert Hall,E01021433,Brentwood 007A,Investigation complete; no suspect identified
13dadc1aefb7e9c6416901d26db5f6d02e87bb127d68b008a7b471ae07113932,2015-07,Essex Police,Essex Police,0.341784,51.602760,On or near MEADOWS CLOSE,E01021445,Brentwood 009A,Investigation complete; no suspect identified
5adb99d9b9b6223ef5a4a176bdc7eb3b89a551656f5806e4173c3f414ddf6a4f,2015-07,Essex Police,Essex Police,0.496220,51.564538,On or near SANDON ROAD,E01021328,Basildon 022E,Investigation complete; no suspect identified
4cd3b11606724428a351a4c1b7fc4f063f644bfdbde912acf3c6affedc07d588,2015-07,Essex Police,Essex Police,0.142067,51.783343,On or near MULBERRY GREEN,E01021857,Harlow 001D,Investigation complete; no suspect identified
9b986b17e0dd6890432e1c16a193b1e9a8e7a0a0194ca3c3b16db7c554fdc5e7,2015-07,Essex Police,Essex Police,0.691150,51.544444,On or near Supermarket,E01015902,Southend-on-Sea 007B,Investigation complete; no suspect identified
fee453494a35f3798978dcb9f6c9a3e70cf18791da8396301b1414a5ffef45dc,2015-07,Essex Police,Essex Police,0.272582,51.482958,On or near CENTRAL AVENUE,E01016012,Thurrock 015C,Investigation complete; no suspect identified
1e7fb1272eb8686828ceb180b6d026dc385a38f13134812620d559a34f63e114,2015-07,Essex Police,Essex Police,0.118278,51.778442,On or near THE CHANTRY,E01021844,Harlow 002A,Investigation complete; no suspect identified
a6c5ce25e75dd9eda8c8a3b176ba682546ac27c4f2b84edfca2e6be68b9efdb2,2015-07,Essex Police,Essex Police,0.416916,51.625455,On or near ROSE LANE,E01021240,Basildon 003B,Investigation complete; no suspect identified
2098009d519646bc3d9a410deece8a3cc4b50118ce5498e6a1c7ad9f754b7062,2015-07,Essex Police,Essex Police,0.272582,51.482958,On or near CENTRAL AVENUE,E01016012,Thurrock 015C,Investigation complete; no suspect identified
5aabdaecf6e361436a31c12c3387ef607d6a81f16719d9d276428c837993b791,2015-07,Essex Police,Essex Police,0.030398,51.627813,On or near CHEQUERS,E01021746,Epping Forest 015E,Investigation complete; no suspect identified
afd9d848fb45ce218268721cf7998e43528edad53b7f481de0f2e22e97e513de,2015-07,Essex Police,Essex Police,0.145568,51.784089,On or near Pedestrian Subway,E01021854,Harlow 001A,Investigation complete; no suspect identified
5409d6aa2f669fe0866e8456c8efb6b38283feea813a71b9fd5bb0eb69987413,2015-07,Essex Police,Essex Police,0.495785,51.775195,On or near PRATT'S FARM LANE,E01021540,Chelmsford 001C,Investigation complete; no suspect identified
0b5f47c0be06adcee8ac66cdebe855d90872b2e03363c67d647447eb5548a519,2015-07,Essex Police,Essex Police,0.064383,51.651078,On or near CARROLL HILL,E01021789,Epping Forest 012D,Investigation complete; no suspect identified
bf5e5a97fc21e868b135fc2c5663fa0d7c65511bce6ae2f0719dbc3bffa9692e,2015-07,Essex Police,Essex Police,0.502081,51.573506,On or near Pedestrian Subway,E01021306,Basildon 013E,Investigation complete; no suspect identified
70a831634a0e1443ddd02641975d01916956a3b9926eaaf061184088dfcb6019,2015-07,Essex Police,Essex Police,0.642065,51.798859,On or near THE RETREAT,E01021416,Braintree 017B,Investigation complete; no suspect identified
33659b1b436cd8deb05a6e5349514ba69a1f7ee841530a61dee6823019799e15,2015-07,Essex Police,Essex Police,0.699153,51.546113,On or near WEST ROAD,E01015862,Southend-on-Sea 004F,Investigation complete; no suspect identified
98a5321c211d8a7b7bacfd69a27f172fb92cd7452499cdd483fba29a1d305661,2015-07,Essex Police,Essex Police,0.359326,51.808499,On or near BOREHAM COURT,E01022058,Uttlesford 008A,Investigation complete; no suspect identified
e52804d7907912aae20ea45b00332ad950b2cb67180e97cb520ab9f14c57089b,2015-07,Essex Police,Essex Police,0.680506,51.721608,On or near DRYDEN CLOSE,E01021895,Maldon 005C,Investigation complete; no suspect identified
b71d0919088a5f0197c54bb2db37d7ff41211d412ad1364820c262de8a7c28fe,2015-07,Essex Police,Essex Police,0.506961,51.745891,On or near CUTON HALL LANE,E01021544,Chelmsford 008A,Investigation complete; no suspect identified
e3c85c55431e924a0f0f6071fd3f3379e30b3d7ae18027a2fead51f2221239d7,2015-07,Essex Police,Essex Police,0.903419,51.887036,On or near ST BOTOLPH'S STREET,E01021649,Colchester 007D,Investigation complete; no suspect identified
3116f1b999539db2385ca5ea1b215dda56de06a4fbbcdb3b14afccd55d15826c,2015-07,Essex Police,Essex Police,0.645834,51.803019,On or near BEVINGTON MEWS,E01021416,Braintree 017B,Investigation complete; no suspect identified
86e67351fba7744538a67e1214fd52fcfb4413b8413ffb6d14f3745c1d50d32c,2015-07,Essex Police,Essex Police,0.309063,51.797510,On or near HOLLOWAY CRESCENT,E01022096,Uttlesford 009D,Investigation complete; no suspect identified
4b2029d484f9cd97bbaf12b30c7e5e8c2297b735ee2fe649ab0fc328500760d4,2015-07,Essex Police,Essex Police,0.365288,51.461915,On or near CIVIC SQUARE,E01016004,Thurrock 018B,Investigation complete; no suspect identified
71ca8ffe5f06348f9002ee6278815c89c953c43560260c118f38f5aab4d076f5,2015-07,Essex Police,Essex Police,1.062805,51.945815,On or near NORTH STREET,E01022020,Tendring 003F,Investigation complete; no suspect identified
941ceb28545649f37e7d7c971ddc03fba571ad87fb8eeb0e303555de991969cf,2015-07,Essex Police,Essex Police,0.405105,51.578340,On or near SABLE WAY,E01021278,Basildon 014E,Investigation complete; no suspect identified
7d3bf0731d4456c0674febd77d57922b22eec367ddb7c6defbc67bae66d54610,2015-07,Essex Police,Essex Police,0.480435,51.733729,On or near Parking Area,E01033141,Chelmsford 010G,Investigation complete; no suspect identified
4db2590cf49358e133b1ac899954128d29236968c6e9568091d3d019ca3fd2e4,2015-07,Essex Police,Essex Police,0.046481,51.626887,On or near Parking Area,E01021748,Epping Forest 015G,Investigation complete; no suspect identified
e7aff925061171427ad7a6f81cba7381146560fdd9dd18c8bc1277eff7e8f383,2015-07,Essex Police,Essex Police,0.079667,51.649576,On or near IBBETSON PATH,E01021776,Epping Forest 011C,Investigation complete; no suspect identified
e5611b12dfd5c9bbd8cbca58600fc306958e7de7fe8bb13efc7383e4c1126943,2015-07,Essex Police,Essex Police,0.903906,51.862570,On or near MIDDLEWICK CLOSE,E01021641,Colchester 018E,Investigation complete; no suspect identified
435121a596aa12edd2154a51dd0a64ecb55cbaa62466adac9e335bf07aa1ea1d,2015-07,Essex Police,Essex Police,0.271275,51.476355,On or near Petrol Station,E01016012,Thurrock 015C,Investigation complete; no suspect identified
df96e9df86219e1dcf5c59171460b6860d1ebd4cc872919cfc508691cb9b6906,2015-07,Essex Police,Essex Police,0.317119,51.613555,On or near BRIDGE CLOSE,E01021435,Brentwood 008A,Investigation complete; no suspect identified
0210eea3b2d0175864c96556ab3d5d3a4ce87107802d553f604afcc5218d7732,2015-07,Essex Police,Essex Police,0.476051,51.725602,On or near LADY LANE,E01021577,Chelmsford 012B,Investigation complete; no suspect identified
ca9ab713a5fcdfdd5587310f9e78709793efc32337169c65ce042ec4a9712980,2015-07,Essex Police,Essex Police,0.724423,51.546563,On or near ELY ROAD,E01015869,Southend-on-Sea 006A,Investigation complete; no suspect identified
14dd1000eb5e764e7f55353cea2387a3990f73814722fcd0c98b1ca1154374c8,2015-07,Essex Police,Essex Police,1.155579,51.802416,On or near WINDMILL PARK,E01022043,Tendring 014B,Investigation complete; no suspect identified
5518d75db4c3d21cbf2fc3b47671f39350f9f3e82c12862c02e990f81915b454,2015-07,Essex Police,Essex Police,0.782333,51.545302,On or near LAMBOURN CLOSE,E01015878,Southend-on-Sea 013C,Investigation complete; no suspect identified
5bea2a67f91af69dff2c9b9e2fae0e5e8c37e699ae9ba5e6f1ab97ddaac157dd,2015-07,Essex Police,Essex Police,0.651269,51.604458,On or near ROMSEY CLOSE,E01021937,Rochford 003E,Investigation complete; no suspect identified
bd6e0c538afcce9e8688c2a10068331356759931396ec8e1aa2daf6ec2b7c8d0,2015-07,Essex Police,Essex Police,0.772699,51.525888,On or near LEITRIM AVENUE,E01015920,Southend-on-Sea 017G,Investigation complete; no suspect identified
620cae295fb0afbb48c5992d6effbd8c9aa15281f404988e85ed2be5e50ebb0f,2015-07,Essex Police,Essex Police,0.123598,51.788004,On or near NORTH PLACE,E01021848,Harlow 002E,Investigation complete; no suspect identified
5eee46e02cc110f6e0ae48b4ba2137b906bb5557b6562f8f1290fa584cb21568,2015-07,Essex Police,Essex Police,,,No location,,,Investigation complete; no suspect identified
92eb262f150eb93abfa7ee5cfe1d472d8b7d6c4e472f435d2d96dce2a2b0d3e3,2015-07,Essex Police,Essex Police,0.699875,51.540772,On or near SUMMERCOURT ROAD,E01015896,Southend-on-Sea 010B,Investigation complete; no suspect identified
b45131a4b7e8274586cf0d3f6dab48bb3042d7e3853f191c52bdbbc2728a652a,2015-07,Essex Police,Essex Police,0.072575,51.656365,On or near HILLYFIELDS,E01021779,Epping Forest 011F,Investigation complete; no suspect identified
9fd03ea075b5a69bf74dfaa5264f7a0aa6f36a6e3b16e33994c86ad0afacc5be,2015-07,Essex Police,Essex Police,0.679909,51.545583,On or near LONDON ROAD,E01015832,Southend-on-Sea 012F,Investigation complete; no suspect identified
86b8a8512e0f3dde518980001abaa132cad9744ca7c3829cd9f02e3dadff009d,2015-07,Essex Police,Essex Police,0.446515,51.531564,On or near WOODMANHURST ROAD,E01015998,Thurrock 002E,Investigation complete; no suspect identified
f4ce7b14f29b7bb6ab4ce994acf23a6cee5eda81eed6451092f5895afae9ae0a,2015-07,Essex Police,Essex Police,0.056189,51.634208,On or near SUTTON CLOSE,E01021785,Epping Forest 014D,Investigation complete; no suspect identified
6b599bad6ad695a7c76f04e6533118c5274666d11e89a1f7278679627f548c66,2015-07,Essex Police,Essex Police,0.487303,51.711623,On or near GARDENERS,E01021566,Chelmsford 014D,Investigation complete; no suspect identified
826d60a7d14f371f75bb651464f024df998a5ec7d165cc24f0e95f6c7794baad,2015-07,Essex Police,Essex Police,0.647565,51.813008,On or near YEW CLOSE,E01021420,Braintree 017C,Investigation complete; no suspect identified
8b73afe143bcd655244086da282dae7bd0d89a07bbe7693f88cad357f88795d6,2015-07,Essex Police,Essex Police,0.528208,51.624010,On or near TIDWORTH AVENUE,E01021593,Chelmsford 021A,Investigation complete; no suspect identified
3d85546f0db97320e396c18f079cba29c4cbdaeebe681f30504bff28db1efcc6,2015-07,Essex Police,Essex Police,0.329891,51.613033,On or near PONDFIELD LANE,E01021437,Brentwood 008B,Investigation complete; no suspect identified
a75456a3ce7efe3496c38a51de9a8afc9625df0b8c2bf7bcdeeb0b607e6b2909,2015-07,Essex Police,Essex Police,0.929615,51.902971,On or near Supermarket,E01021709,Colchester 022B,Investigation complete; no suspect identified
d1630e5f361a8be24dd34dce7f4325e5581047234aaa927ac96ba1b5b8373ac3,2015-07,Essex Police,Essex Police,0.498377,51.572299,On or near BEAMBRIDGE,E01021306,Basildon 013E,Investigation complete; no suspect identified
56c3190c4c3611e4759ea79f86dc0a2fbeff209cd545d19159ae79b4e0703970,2015-07,Essex Police,Essex Police,0.138429,51.772007,On or near GREAT AUGUR STREET,E01021857,Harlow 001D,Investigation complete; no suspect identified
37571dc3f9ff3557b1a9ecb20ebbe48f149ac4a17e2976211223a050db3b9ac4,2015-07,Essex Police,Essex Police,0.498196,51.570045,On or near BROOMFIELDS,E01021305,Basildon 013D,Investigation complete; no suspect identified
099c623ae30badf76737217d8a1375efda3a07e539f1e5e7b13f4924e470cb45,2015-07,Essex Police,Essex Police,0.646327,51.811678,On or near ACACIA GARDENS,E01021420,Braintree 017C,Investigation complete; no suspect identified
affa513986b6a83bda06064408f2d9354a09988eefde363e58447043ec036e92,2015-07,Essex Police,Essex Police,0.405677,51.577141,On or near FENTON WAY,E01021277,Basildon 014D,Investigation complete; no suspect identified
97be05c7a0fedc3e68556c5d6efd88df57ec1fd58493779d90883b8816087bb1,2015-07,Essex Police,Essex Police,0.581549,51.565650,On or near BOYTON CLOSE,E01021512,Castle Point 004D,Investigation complete; no suspect identified
47d4b0ee06d9d7583379f838ecbb7fef8378968e884565ffce439c27cc417bdf,2015-07,Essex Police,Essex Police,0.080654,51.652202,On or near PRESCOTT GREEN,E01021778,Epping Forest 011E,Investigation complete; no suspect identified
a0eb4d1acde2bbefbaaa020dae875e62770ca9e692c7c364b6d5f07958fb2850,2015-07,Essex Police,Essex Police,1.107714,51.802136,On or near EARLS HALL DRIVE,E01021977,Tendring 013C,Investigation complete; no suspect identified
a2e8dfd192d8998c0ba0241c580452019686d690478d8faf86eb5f7e5a26b7d7,2015-07,Essex Police,Essex Police,0.303360,51.620247,On or near Supermarket,E01021436,Brentwood 007B,Investigation complete; no suspect identified
5ef11b51fd4ca41f90d67d7c71ed306eb4acb0de91e2a8e89d271fc2b05ac550,2015-07,Essex Police,Essex Police,1.107714,51.802136,On or near EARLS HALL DRIVE,E01021977,Tendring 013C,Investigation complete; no suspect identified
a2d110fe9517f59e836f8d3771f885bcf4fb7dcbdc6fb6bc4dc8af81409dc2d9,2015-07,Essex Police,Essex Police,0.510037,51.754845,On or near WHARTON DRIVE,E01033144,Chelmsford 005F,Investigation complete; no suspect identified
db6f2486e61eb7e708cb10565370c6a9cf84489b7f64d974922866f34385e392,2015-07,Essex Police,Essex Police,0.915510,51.890604,On or near GROSVENOR PLACE,E01021648,Colchester 007C,Investigation complete; no suspect identified
d48ea1104c629ce11e883547d574ec545782d7284c9b3f811fb9bdc3b4c381af,2015-07,Essex Police,Essex Police,0.024481,51.689280,On or near NINEFIELDS,E01021816,Epping Forest 007E,Investigation complete; no suspect identified
55f90b5089d6cdd2e9caa9bca1f8f7b7a2fc91f0e6c9d62d9a77578007ae69a0,2015-07,Essex Police,Essex Police,0.704677,51.840909,On or near STATION ROAD,E01021402,Braintree 014E,Investigation complete; no suspect identified
6f9cf8dd9948662e3e91ecf416e7f4f6c30db97aed692722f8d143913d9ce4c0,2015-07,Essex Police,Essex Police,0.934305,51.891962,On or near CONIFER CLOSE,E01021697,Colchester 008B,Investigation complete; no suspect identified
fc7adf316d2ab22b2e8f08b6c689aa17823a62279c5db35e4c19e572ea62143a,2015-07,Essex Police,Essex Police,0.653111,51.560978,On or near LEIGHWOOD AVENUE,E01015818,Southend-on-Sea 003E,Investigation complete; no suspect identified
40b4299e72b9930be9b5d83526079493308cba1a5b9f3650c105acb76a7d1d0c,2015-07,Essex Police,Essex Police,0.710117,51.536183,On or near NELSON STREET,E01015853,Southend-on-Sea 015C,Investigation complete; no suspect identified
ee1c73e12ce71f6d3ee986a92370bca757b906c27cce8e295e8ac04b9dae354e,2015-07,Essex Police,Essex Police,1.117336,51.933832,On or near STATION ROAD,E01021978,Tendring 003A,Investigation complete; no suspect identified
61195591d701b7e9d79de50c66b8820d36359bf59b05edc4e0c99ce1e06bbf44,2015-07,Essex Police,Essex Police,0.094481,51.770766,On or near EAST GATE,E01021872,Harlow 007E,Investigation complete; no suspect identified
c4c081e9170be55c51eca11445e2dfb4195907edd1aea8337025ca71e3eadb74,2015-07,Essex Police,Essex Police,0.708497,51.729132,On or near LOCK HILL,E01021885,Maldon 003B,Investigation complete; no suspect identified
d07294832aed9afc2c7b50e7adeb18f05ae0717c61008c866530cd931c4de73e,2015-07,Essex Police,Essex Police,0.607649,51.598106,On or near BROOKLYN DRIVE,E01021919,Rochford 005B,Investigation complete; no suspect identified
0fe4f7943c65d6e07354a4d24b79e5f9c40f263eb25e6072b66f50325d083d4e,2015-07,Essex Police,Essex Police,0.020639,51.736197,On or near BARNFIELD CLOSE,E01021794,Epping Forest 002D,Investigation complete; no suspect identified
daed2f3ee60ccc27c9f4d195df344e0bece5392fbd6021886db80c9b3c26925d,2015-07,Essex Police,Essex Police,0.896245,51.888706,On or near HEAD STREET,E01021649,Colchester 007D,Investigation complete; no suspect identified
f10fc4e0324cbb9476dc6502bd834927c313603f5cf09262d5ab70e80378eee5,2015-07,Essex Police,Essex Police,0.607933,51.587937,On or near CHURCH STREET,E01021964,Rochford 008E,Investigation complete; no suspect identified
1a7a97c8832c8b7aca162285cd66404a6cc8a139f5dcd2fe22b1ae673e749782,2015-07,Essex Police,Essex Police,0.514236,51.624535,On or near STATION ROAD,E01021338,Basildon 005C,Investigation complete; no suspect identified
a324a8a69a8813eaa6152b6e9f90b6954ca2b06bda74bf86020347b0abaf504a,2015-07,Essex Police,Essex Police,0.460736,51.568517,On or near CLAY HILL ROAD,E01021318,Basildon 015C,Investigation complete; no suspect identified
57eb6f269f9f329c0f6f1a556706f5097fcff773012609eaa5c8a6514fe05028,2015-07,Essex Police,Essex Police,0.494995,51.733016,On or near Shopping Area,E01021547,Chelmsford 008D,Investigation complete; no suspect identified
e8aa65b1c88a8f7cdd233bec8616f9079e20c10a3a4065299f4b5e985fdde495,2015-07,Essex Police,Essex Police,1.151440,51.787381,On or near PENFOLD ROAD,E01022025,Tendring 016B,Investigation complete; no suspect identified
5315443f3c4a45bcb7cdb2ed1b709b7d1f793f5401e589c98b67a2554f6f9b96,2015-07,Essex Police,Essex Police,0.659766,51.541014,On or near ASHLEIGH DRIVE,E01015848,Southend-on-Sea 011D,Investigation complete; no suspect identified
07f2b3a2961cdf33332e8e6c1011208fc6e683785041f22ddbf0d0d2499f60a3,2015-07,Essex Police,Essex Police,0.700525,51.551981,On or near BURR HILL CHASE,E01015861,Southend-on-Sea 004E,Investigation complete; no suspect identified
112de8a8e5c313ce55e4347263a9be9a16f9db812413d22fed90944df4bccaec,2015-07,Essex Police,Essex Police,0.426859,51.556713,On or near BEELEIGH AVENUE,E01021282,Basildon 021C,Investigation complete; no suspect identified
19f3cbfa694ae52b8059e4d96be56a69500959bd12c206e830b80a4afc25edf8,2015-07,Essex Police,Essex Police,0.286835,51.504120,On or near BROXBURN COURT,E01015927,Thurrock 007A,Investigation complete; no suspect identified
daf87ccf4b97ee86cb45fd75f7fb8c3357e5d2339827308ba8fe06fc7565fc57,2015-07,Essex Police,Essex Police,0.468812,51.770521,On or near CHURCH AVENUE,E01021541,Chelmsford 001D,Investigation complete; no suspect identified
279971394d33c02477ed00a0ad6aaf9eadf710a7b1336d4d8a209f701ef10275,2015-07,Essex Police,Essex Police,0.434985,51.514645,On or near KYNOCH COURT,E01015990,Thurrock 003D,Investigation complete; no suspect identified
ec09ec127348f907b50b9920fbd4b7072cb5150dc5120c862fcc7ff103606cd7,2015-07,Essex Police,Essex Police,0.716849,51.751747,On or near CHIGBOROUGH ROAD,E01021882,Maldon 002A,Investigation complete; no suspect identified
960af0a0d5a528ed0a12c5dcc4483c7205e94527517f208c809d94db0c00d21e,2015-07,Essex Police,Essex Police,1.151360,51.814311,On or near Highfield Holiday Park,E01022039,Tendring 010B,Investigation complete; no suspect identified
471eb27b23b608313fbf9793fc2863755a6be621e3dba94a4b93720002da377c,2015-07,Essex Police,Essex Police,0.502915,51.565583,On or near BURNS AVENUE,E01021316,Basildon 018D,Investigation complete; no suspect identified
c6cf5945c10f2cb4ac7953afbf6482bc6f1b6cb4c2cd69c60a78fdac83f1defc,2015-07,Essex Police,Essex Police,1.156340,51.787978,On or near MARINE PARADE EAST,E01022025,Tendring 016B,Investigation complete; no suspect identified
31e70c888e46f1539dfcbb6be850e3c04fd352e216cedd6b9a43046636b01fbf,2015-07,Essex Police,Essex Police,0.895674,51.887964,On or near CHURCH WALK,E01021649,Colchester 007D,Investigation complete; no suspect identified
ef8af78ad544f4dd9f3a1be7ea19683c72655a04fc999e965ab7da3998a11cb0,2015-07,Essex Police,Essex Police,0.445755,51.567949,On or near LAINDON LINK,E01021287,Basildon 017A,Investigation complete; no suspect identified
bc873fba65cacf44971161debc819f497825fa0654052aebe6b32a57701c23c9,2015-07,Essex Police,Essex Police,0.694351,51.537095,On or near LEONARD ROAD,E01015851,Southend-on-Sea 015A,Investigation complete; no suspect identified
f67695c58e30344ff6990d4bb2823b9e2dffc9a54bd2e56b85698cac4b86bdf7,2015-07,Essex Police,Essex Police,0.629203,51.810137,On or near BENTLEY ROAD,E01021426,Braintree 015E,Investigation complete; no suspect identified
6e8b38663baca8193c5a81ecd357589de81a5b38adb87180a7c83ea973c47a93,2015-07,Essex Police,Essex Police,0.910654,51.889915,On or near EAST HILL,E01021648,Colchester 007C,Investigation complete; no suspect identified
11c03f4b5b975c463d39f5d942c383c857a2698daece553dea519695bd61f540,2015-07,Essex Police,Essex Police,0.912317,51.854493,On or near BOYLES COURT,E01021658,Colchester 016B,Investigation complete; no suspect identified
2f3b85b629d613b6e2b1eff81f07f43fa6b1c2d2d5339f0a40b8eca0d0e20539,2015-07,Essex Police,Essex Police,0.445960,51.579555,On or near MILES GRAY ROAD,E01021319,Basildon 017E,Investigation complete; no suspect identified
e97408ab963e6e72fa5e04e7690f8df932968d533aeaf90d2db127eb99baaf7e,2015-07,Essex Police,Essex Police,0.445960,51.579555,On or near MILES GRAY ROAD,E01021319,Basildon 017E,Investigation complete; no suspect identified
21f070f0681670372895ce3f2e74b58587c42ee866903cc6dcf95241439bdabe,2015-07,Essex Police,Essex Police,0.474190,51.732359,On or near Shopping Area,E01033140,Chelmsford 010F,Investigation complete; no suspect identified
08db4005a857b1c85869cd98c379827766fd5601dbcc7f36a7bf7ee2856d8e77,2015-07,Essex Police,Essex Police,0.910654,51.889915,On or near EAST HILL,E01021648,Colchester 007C,Investigation complete; no suspect identified
c75f2ae563e85b0cc619e1b1f61dfc970b4ec05136aafa622beac44f17e1fe7f,2015-07,Essex Police,Essex Police,0.473753,51.714274,On or near LABURNUM DRIVE,E01021586,Chelmsford 015E,Investigation complete; no suspect identified
3d52761ec3f9e64b5223c1f3740402d41d1ed43d6580e3bf897cc5a44fd0b084,2015-07,Essex Police,Essex Police,0.404379,51.865041,On or near ST MARY'S PLACE,E01033052,Uttlesford 008F,Investigation complete; no suspect identified
01abc33b74fd6771ea30cecc949b20d059c574898deaf739789846fbb1ba91fd,2015-07,Essex Police,Essex Police,0.651269,51.604458,On or near ROMSEY CLOSE,E01021937,Rochford 003E,Investigation complete; no suspect identified
3b08f24cf07ec0d314900fca16e7003e63ce9df705e39988028f8c3078474e27,2015-07,Essex Police,Essex Police,1.156824,51.813166,On or near GLADEVIEW,E01022039,Tendring 010B,Investigation complete; no suspect identified
9cb552acc3108d3fc7a70d1b4cb4b62badaf3cf044e7c701d63fa55189b00851,2015-07,Essex Police,Essex Police,0.715320,51.534677,On or near Shopping Area,E01015852,Southend-on-Sea 015B,Investigation complete; no suspect identified
07aa0559a47d5693c773b973121c8fa21c9a51235882873a2737fac3660d105a,2015-07,Essex Police,Essex Police,0.667317,51.673434,On or near Sports/Recreation Area,E01021902,Maldon 007F,Investigation complete; no suspect identified
f8ecbd5193215cda4adfe871f462cf8a0451f874ed7e7629ba56c9591ba15662,2015-07,Essex Police,Essex Police,0.914527,51.853179,On or near ROMAN HILL,E01021658,Colchester 016B,Investigation complete; no suspect identified
a8dde2d4b05d75530815c47e60bb744b3ed94893c303c9102fd53361165fbe67,2015-07,Essex Police,Essex Police,0.717040,51.532569,On or near Theme/Adventure Park,E01015851,Southend-on-Sea 015A,Investigation complete; no suspect identified
ade5554f613506262013e9c3bd5d5c9fcc955c799d4a59d6e648c14d43330817,2015-07,Essex Police,Essex Police,0.696349,51.562843,On or near Supermarket,E01015865,Southend-on-Sea 002C,Investigation complete; no suspect identified
868f6061c29d8406fbca5ce6d62d5a8b3a9932ea7b041d4528de6a5d88f24116,2015-07,Essex Police,Essex Police,0.707672,51.538721,On or near ASHBURNHAM ROAD,E01015854,Southend-on-Sea 015D,Investigation complete; no suspect identified
a69e26760824cde5e36f153d1385fa79e9006e387d8f52259a8b1554b9b31b08,2015-07,Essex Police,Essex Police,0.679549,51.731622,On or near OLD MILL CLOSE,E01021890,Maldon 004B,Investigation complete; no suspect identified
923988eb8c507194f6ed40214c514816ca1d307f11159020b20cfd2c6ec0ce38,2015-07,Essex Police,Essex Police,0.900525,51.860603,On or near WILLIAM HARRIS WAY,E01021639,Colchester 018C,Investigation complete; no suspect identified
409fa66476072065d0374c0a70038aba88977bbf9591caf967b11a86fcb6a40d,2015-07,Essex Police,Essex Police,0.696784,51.550448,On or near SHAKESPEARE AVENUE,E01015862,Southend-on-Sea 004F,Investigation complete; no suspect identified
6308d5415237e93ef6cd3d80608be1bdb117eabad32f4d33380e0ec9278c4e6a,2015-07,Essex Police,Essex Police,0.664324,51.720250,On or near Supermarket,E01021896,Maldon 005D,Investigation complete; no suspect identified
df5c312117b5c0c67df77ab272e61249e162211fd46ec87c9d30feec1f0a004a,2015-07,Essex Police,Essex Police,0.261741,51.889938,On or near Airport/Airfield,E01022090,Uttlesford 006B,Investigation complete; no suspect identified
ef436c376ddff43fd3e5b12f75640cf1d2ca423885e0b193d168de9b5b2227ee,2015-07,Essex Police,Essex Police,0.899875,51.890226,On or near Nightclub,E01021649,Colchester 007D,Investigation complete; no suspect identified
e53b21ea7e80fd905dada2f052d5dd993a987e90a37616a83b65e72b3984c1f0,2015-07,Essex Police,Essex Police,0.285272,51.488728,On or near Parking Area,E01016011,Thurrock 015B,Investigation complete; no suspect identified
5f28ffa75f4149559101d0412927662289b61f93378c27d7a943e94315bd7eff,2015-07,Essex Police,Essex Police,0.677916,51.550944,On or near SOUTHBOURNE GROVE,E01015905,Southend-on-Sea 007E,Investigation complete; no suspect identified
a7a1d6cf436c22101b6d97bb936d3ce02b16c9c5704cc17f917a772f3fe9c8c5,2015-07,Essex Police,Essex Police,0.679549,51.731622,On or near OLD MILL CLOSE,E01021890,Maldon 004B,Investigation complete; no suspect identified
073d89a9dccd24f8cc7fdde66b0b2f222f79d7d1b47dee02f02895321d2df969,2015-07,Essex Police,Essex Police,0.689066,51.539195,On or near METEOR ROAD,E01015831,Southend-on-Sea 012E,Investigation complete; no suspect identified
17e968447114373c04dc8f9bdb94afd8db452b4ebd803bd3feae5423353222d0,2015-07,Essex Police,Essex Police,0.509598,51.576097,On or near BRISCOE ROAD,E01021303,Basildon 011B,Investigation complete; no suspect identified
