Year,Quarter,MeasurementVar,MeasurementLevel,MeasurementType,Geography,HouseholdType,Sex,Age,CharacteristicVar,Characteristic,Estimate,StandardError,UnweightedCount
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,gor,West Midlands,21.85841759,2.878999622,264
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,gor,Yorkshire and The Humber,26.26750139,3.196743835,196
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,illONS,Disability/illness ONS,28.34450067,3.258980447,255
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,illONS,Limiting disability/illness,28.09556944,3.874023843,182
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,illONS,No disability/illness,24.73151237,1.104931795,2119
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,illONS,Non-limiting disability/illness,28.91123549,6.200526977,73
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,incivgrp,High,21.4907738,3.494530007,181
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,incivgrp,Low,25.25280765,1.099239365,2169
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,livharm1a,Cohabiting,20.78121777,2.481471165,327
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,livharm1a,Divorced/Legally dissolved partnership,10.11262228,10.115636,7
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,livharm1a,Living as a couple,21.46334473,2.224058571,418
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,livharm1a,Married/civil partnered,23.8737625,4.964607266,91
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,livharm1a,Not living as a couple,25.6659691,1.1741072,1956
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,livharm1a,Separated,50.0565105,30.76147182,3
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,livharm1a,Single,25.68275688,1.175111728,1946
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,nsethgrp,Asian/Asian British,24.78420653,3.441885351,177
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,nsethgrp,Black/African/Caribbean/Black British,26.30660154,5.16362342,92
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,nsethgrp,Mixed/multiple ethnic groups,24.96661504,5.879057486,64
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,nsethgrp,Other ethnic group,24.49561313,7.979137627,32
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,nsethgrp,White,24.97748533,1.167838431,2008
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,oa_sup11,Constrained city dwellers,24.27338451,3.568820329,190
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,oa_sup11,Cosmopolitans,24.87007297,3.722233319,176
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,oa_sup11,Ethnicity central,28.71111653,4.340884336,147
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,oa_sup11,Hard-pressed living,25.37552105,2.197329719,516
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,oa_sup11,Multicultural metropolitans,27.41490569,2.618620216,354
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,oa_sup11,Rural residents,22.1193365,3.284657854,216
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,oa_sup11,Suburbanites,22.14248035,2.384065779,370
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,oa_sup11,Urbanites,25.21291619,2.589063731,408
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,pub3,Less than once a week,24.83076227,1.840462417,791
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,pub3,None,25.76408696,1.620244731,963
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,pub3,Once a week or more often,24.35678366,1.896369635,622
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,r10sec4a,Full-time students,25.21934612,1.725471286,819
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,r10sec4a,Intermediate occs,21.43876412,2.798022583,262
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,r10sec4a,Managerial and professional occs,29.87992845,3.222208489,285
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,r10sec4a,Never worked and long term unemployed,22.4164488,3.378016263,204
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,r10sec4a,Not classified,27.57471836,16.32268453,9
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,r10sec4a,Routine and manual occs,24.90973738,1.795823588,798
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,remploy2a,Economically inactive,25.24398561,1.814826533,799
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,remploy2a,Economically inactive: long-term/temp sick/ill,16.59326855,6.355016504,45
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,remploy2a,Economically inactive: looking after family/home,17.73309813,3.269361683,160
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,remploy2a,Economically inactive: other,23.04021795,6.675651354,47
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,remploy2a,Economically inactive: retired,0,0,2
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,remploy2a,Economically inactive: student,26.91231263,2.141983525,545
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,remploy2a,Employed,24.53694977,1.350836058,1381
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,remploy2a,Unemployed,28.0746442,3.690009702,194
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,rural3,Rural,21.55940356,2.501777285,386
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,rural3,Urban,25.61847003,1.157778239,1991
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,sex,Female,22.5562183,1.340509233,1281
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,sex,Male,27.47080764,1.562341908,1096
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,struct4,Children,25.19653709,1.905631796,639
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,struct4,Lone parent,24.76371264,3.485001572,175
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,struct4,No children,25.02381366,1.288620825,1563
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,tenharm,Owners,25.16733788,1.795565847,736
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,tenharm,Private rented sector,24.79971275,1.551612555,1125
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,tenharm,Renters,24.62208107,1.308385105,1599
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,tenharm,Social rented sector,24.14105563,2.235059017,474
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,Total,Total,25.06540111,1.058315536,2377
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,tothhin3,"10,000-19,999",21.67544836,2.681267203,378
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,tothhin3,"20,000-29,999",22.89908176,2.809109183,283
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,tothhin3,"30,000-39,999",31.75148119,3.598092911,210
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,tothhin3,"40,000-49,999",24.72082061,3.675896629,170
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,tothhin3,"50,000 or more",24.34534795,2.754562463,308
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,tothhin3,No income stated or not enough information provided,25.15934239,1.873576448,731
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,tothhin3,"Under 10,000",26.96175461,3.450580484,297
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,weekday2,3-7 hours,23.74506672,1.840360849,711
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,weekday2,7 plus hrs,26.46613646,1.380871506,1375
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16-24,weekday2,Less than 3 hrs,20.58083749,2.803565698,288
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,accharm3,Detached house,24.98912632,0.596827937,8197
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,accharm3,Flats/maisonettes,23.71700251,0.796674499,4389
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,accharm3,House,24.04708446,0.355782746,27319
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,accharm3,Other accommodation,11.75083367,3.631726944,93
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,accharm3,Semi-detached house,24.35885294,0.537739843,9832
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,accharm3,Terraced house,22.96637716,0.543573843,9290
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,agegrp7,16-24,25.06540111,1.058315536,2377
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,agegrp7,25-34,23.74349992,0.737044085,4627
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,agegrp7,35-44,23.56661583,0.654208685,5179
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,agegrp7,45-54,24.38855985,0.69622717,5502
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,agegrp7,55-64,23.52042627,0.708935585,5193
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,agegrp7,65-74,22.88049037,0.655790775,5232
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,agegrp7,75+,24.83406961,0.781868597,4040
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,club3,1-3 times,24.37562648,1.163765516,1887
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,club3,4+ times,24.21757519,2.862994605,315
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,club3,None,23.93893669,0.338228151,29945
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,depremp3,20% least deprived,24.37790728,0.700442555,5931
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,depremp3,20% most deprived,23.16254417,0.688731739,5625
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,depremp3,Deciles 3 - 8,24.24982257,0.442953263,17951
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,educat3,Apprenticeship or A/AS level,24.34028217,0.710531301,5828
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,educat3,Degree or diploma,23.71423531,0.463382006,12195
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,educat3,None,23.19219866,0.618342007,6789
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,educat3,O level/GCSE,24.60540453,0.679060196,5929
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,educat3,Other,25.28286923,1.723754841,1328
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,gor,East Midlands,26.42110644,1.025280739,3031
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,gor,East of England,23.80944494,0.980809444,3852
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,gor,England,24.0670348,0.343634584,29507
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,gor,London,19.85236625,0.814889625,3176
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,gor,North East,19.83699239,0.887799315,2043
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,gor,North West,23.99273358,0.920486264,3727
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,gor,South East,24.52949767,0.845224206,4143
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,gor,South West,27.61007747,1.163675877,3612
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,gor,Wales,22.4538028,1.148184994,2643
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,gor,West Midlands,23.96952936,0.956150283,3047
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,gor,Yorkshire and The Humber,26.76994238,1.496167193,2876
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,illONS,Disability/illness ONS,24.71406748,0.599380983,8041
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,illONS,Limiting disability/illness,24.6749868,0.665647052,6312
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,illONS,No disability/illness,23.78519405,0.364215352,24038
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,illONS,Non-limiting disability/illness,24.86864011,1.257769381,1722
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,incivgrp,High,23.80058999,1.336612537,1420
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,incivgrp,Low,23.98679304,0.342115359,30379
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,livharm1a,Cohabiting,23.53134602,0.866695173,3139
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,livharm1a,Divorced/Legally dissolved partnership,23.19734387,0.905608352,2967
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,livharm1a,Living as a couple,23.62967365,0.408227908,17619
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,livharm1a,Married/civil partnered,23.65298557,0.439330744,14480
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,livharm1a,Not living as a couple,24.49990142,0.502303503,14448
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,livharm1a,Separated,24.15965818,1.618708583,991
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,livharm1a,Single,24.75596962,0.687632653,7090
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,livharm1a,Widowed,24.74264616,0.85243209,3400
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,nsethgrp,Asian/Asian British,21.46128818,1.180619356,1571
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,nsethgrp,Black/African/Caribbean/Black British,20.75723723,1.650784675,855
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,nsethgrp,Mixed/multiple ethnic groups,25.07714336,2.960302071,296
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,nsethgrp,Other ethnic group,21.05082991,3.019567934,231
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,nsethgrp,White,24.32021899,0.349095734,29162
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,oa_sup11,Constrained city dwellers,24.08784783,1.123852646,2203
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,oa_sup11,Cosmopolitans,23.06367882,1.569816336,1015
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,oa_sup11,Ethnicity central,20.83995459,1.309771216,1413
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,oa_sup11,Hard-pressed living,22.95888986,0.64034928,6412
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,oa_sup11,Multicultural metropolitans,22.8453733,0.818240894,3572
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,oa_sup11,Rural residents,25.58091987,0.83581358,4314
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,oa_sup11,Suburbanites,24.86867526,0.654004589,7096
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,oa_sup11,Urbanites,25.09685531,0.703904144,6125
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,pub3,Less than once a week,24.76357956,0.552427047,9630
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,pub3,None,23.3631731,0.415606482,16639
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,pub3,Once a week or more often,24.28642972,0.681901424,5873
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,r10sec4a,Full-time students,25.17706885,1.583032324,1024
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,r10sec4a,Intermediate occs,23.86697896,0.59156165,7378
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,r10sec4a,Managerial and professional occs,24.42723059,0.500788677,11041
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,r10sec4a,Never worked and long term unemployed,20.2164717,1.399452005,1204
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,r10sec4a,Not classified,28.54351273,3.893611278,189
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,r10sec4a,Routine and manual occs,23.74535216,0.52611826,11314
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,remploy2a,Economically inactive,23.71469651,0.474948756,13353
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,remploy2a,Economically inactive: long-term/temp sick/ill,20.30559912,1.254865036,1381
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,remploy2a,Economically inactive: looking after family/home,21.1360809,1.191594116,1454
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,remploy2a,Economically inactive: other,24.43358221,2.61309809,352
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,remploy2a,Economically inactive: retired,24.25134061,0.528219416,9482
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,remploy2a,Economically inactive: student,26.52359674,1.932304828,684
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,remploy2a,Employed,24.03794274,0.404998586,18035
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,remploy2a,Unemployed,25.92416453,2.013253852,743
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,rural3,Rural,24.29289506,0.667626402,7261
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,rural3,Urban,23.9073076,0.373537992,24889
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,sex,Female,23.72965274,0.411131854,17565
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,sex,Male,24.2367102,0.457881057,14585
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,struct4,Children,23.71158592,0.587908585,6729
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,struct4,Lone parent,24.21629265,1.090867253,1613
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,struct4,No children,24.07060707,0.37716929,23808
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,tenharm,Owners,24.22881346,0.385893685,20988
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,tenharm,Private rented sector,24.09884494,0.72149712,5784
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,tenharm,Renters,23.3043256,0.522091152,11031
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,tenharm,Social rented sector,22.16054126,0.698639495,5247
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,Total,Total,23.97902649,0.328980508,32150
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,tothhin3,"10,000-19,999",22.17630406,0.624479666,6548
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,tothhin3,"20,000-29,999",23.75939521,0.706320255,4894
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,tothhin3,"30,000-39,999",25.60773138,0.849936946,3658
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,tothhin3,"40,000-49,999",23.10480104,0.906149468,2611
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,tothhin3,"50,000 or more",23.85240114,0.672191901,5538
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,tothhin3,No income stated or not enough information provided,25.27125393,0.842810335,5164
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,tothhin3,"Under 10,000",24.02454284,0.88791841,3732
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,weekday2,3-7 hours,24.38957582,0.57094133,8859
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,weekday2,7 plus hrs,24.22292059,0.477424152,13497
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,16+,weekday2,Less than 3 hrs,23.03938684,0.521749023,9694
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,accharm3,Detached house,26.02083137,2.236814129,516
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,accharm3,Flats/maisonettes,23.34192259,1.53972296,981
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,accharm3,House,23.95791296,0.837743063,3600
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,accharm3,Other accommodation,0,0,1
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,accharm3,Semi-detached house,24.39518636,1.309871803,1275
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,accharm3,Terraced house,23.05887607,1.18723743,1809
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,agegrp7,25-34,23.74349992,0.737044085,4627
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,club3,1-3 times,20.56854223,1.738274661,706
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,club3,4+ times,19.84832632,5.435488037,65
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,club3,None,24.4134956,0.814964225,3855
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,depremp3,20% least deprived,23.53978108,1.858522119,665
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,depremp3,20% most deprived,23.42825014,1.507703746,1062
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,depremp3,Deciles 3 - 8,24.00295775,0.977416738,2583
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,educat3,Apprenticeship or A/AS level,23.92351023,1.670475674,936
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,educat3,Degree or diploma,23.55923101,0.982985923,2315
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,educat3,None,21.21914637,2.320910708,405
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,educat3,O level/GCSE,23.96158728,1.734112851,799
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,educat3,Other,29.99449036,4.604827948,165
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,gor,East Midlands,24.19818027,2.301172303,436
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,gor,East of England,22.35491648,2.089145454,566
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,gor,England,23.80017724,0.762591199,4310
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,gor,London,18.55872812,1.694275244,631
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,gor,North East,22.12973167,2.649411537,278
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,gor,North West,24.70282271,2.052968657,544
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,gor,South East,27.03754971,2.216054278,547
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,gor,South West,28.9620931,2.34029028,464
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,gor,Wales,22.6100498,2.616752051,317
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,gor,West Midlands,24.92405551,2.39373587,436
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,gor,Yorkshire and The Humber,25.6196581,2.96731969,408
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,illONS,Disability/illness ONS,26.17889332,2.273300652,520
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,illONS,Limiting disability/illness,26.23366889,2.668804262,382
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,illONS,No disability/illness,23.40554568,0.774454552,4100
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,illONS,Non-limiting disability/illness,26.04080701,4.325065929,138
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,incivgrp,High,22.88540478,2.824360266,313
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,incivgrp,Low,23.90269492,0.767244187,4270
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,livharm1a,Cohabiting,22.76790618,1.407021554,1113
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,livharm1a,Divorced/Legally dissolved partnership,20.86677892,5.938033227,67
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,livharm1a,Living as a couple,23.57861664,0.910878135,2748
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,livharm1a,Married/civil partnered,24.15387658,1.157823275,1635
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,livharm1a,Not living as a couple,23.78147648,1.217818761,1867
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,livharm1a,Separated,20.81295671,4.136842213,108
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,livharm1a,Single,23.97819007,1.281888983,1683
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,livharm1a,Widowed,18.49589805,12.48018599,9
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,nsethgrp,Asian/Asian British,20.12488853,2.16410384,420
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,nsethgrp,Black/African/Caribbean/Black British,17.02288844,3.150616718,173
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,nsethgrp,Mixed/multiple ethnic groups,23.34317086,5.787696626,74
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,nsethgrp,Other ethnic group,24.12708494,6.13310308,57
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,nsethgrp,White,24.62530262,0.8100165,3900
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,oa_sup11,Constrained city dwellers,29.13722967,2.814023425,348
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,oa_sup11,Cosmopolitans,21.84058529,2.854131246,263
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,oa_sup11,Ethnicity central,19.42572856,2.374996015,359
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,oa_sup11,Hard-pressed living,22.58788199,1.477875026,1036
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,oa_sup11,Multicultural metropolitans,21.48518045,1.713248368,716
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,oa_sup11,Rural residents,24.56500847,2.510733217,347
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,oa_sup11,Suburbanites,25.35471529,2.021731333,588
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,oa_sup11,Urbanites,27.00283261,1.592818295,970
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,pub3,Less than once a week,24.24571227,1.180449905,1727
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,pub3,None,22.72664784,1.111142631,1916
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,pub3,Once a week or more often,24.70266142,1.535992811,983
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,r10sec4a,Full-time students,25.42169928,4.618029226,106
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,r10sec4a,Intermediate occs,22.30029334,1.511922381,984
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,r10sec4a,Managerial and professional occs,24.09551207,1.147826821,1750
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,r10sec4a,Never worked and long term unemployed,16.16134671,2.808665719,212
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,r10sec4a,Not classified,19.07128267,8.805805614,22
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,r10sec4a,Routine and manual occs,25.22082611,1.303909481,1553
2015,2,catt2a,Person,Perception,England and Wales, ,All adults,25-34,remploy2a,Economically inactive,23.00697612,1.742114838,741
