Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
48a2c93b82eac3822972b8ee471938ba1f60bacf97eae34fc6956190f874f79a,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.458690,51.756419,On or near COMMONS LANE,E01023351,Dacorum 015C,Offender given a drugs possession warning
0f2fa3e69b0994a5e532f884e775d2be4157f66d681cda7cb4e9ae8409e0c903,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.364750,51.648657,On or near AVENUE RISE,E01023563,Hertsmere 012F,Offender given a caution
e0bf5449965dc1638ee350555c3eec95e0034642c0e8d81a1230dd520ccf589c,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.032042,51.714053,On or near CARLETON ROAD,E01023304,Broxbourne 008C,Investigation complete; no suspect identified
1e0e72838afc9fc60a86252aa243467bd21c628dcc4adbd3abe0a332de178933,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.357285,51.815399,On or near Supermarket,E01023701,St Albans 003C,Investigation complete; no suspect identified
684bb39fce14a7ff64f2610235b387e78f2bde22bf84e47e3e163036d97b8ae7,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.342354,51.806773,On or near Parking Area,E01023697,St Albans 005C,Investigation complete; no suspect identified
8274759eb9de8dfb0ada71d0715363d1a837364c3086d0f9aad85aaa5a3859f4,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.407059,51.802299,On or near HILLTOP,E01023723,St Albans 006B,Investigation complete; no suspect identified
d22ed2cd5eeffea2a1a98a9287639298e0316e785af73e71699581275e443068,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.334105,51.802700,On or near ENNIS CLOSE,E01023698,St Albans 005D,Investigation complete; no suspect identified
0bb5a82ded84b71ccae58a3b30abbe7de2286a0193767e2e50bfd7001247f513,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.402822,51.829451,On or near ANNABLES LANE,E01023725,St Albans 006D,Investigation complete; no suspect identified
2ade1e21feae7f80692ed407d20c45404ace1bb8c63c4de16206e11b6bf976fe,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.405986,51.791602,On or near HEMEL HEMPSTEAD ROAD,E01023722,St Albans 006A,Investigation complete; no suspect identified
8295a496bfe82424ce495dc3eea1d892d07c2cdfb7f01a4fd185093a6a36f17f,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.384172,51.783643,On or near Parking Area,E01023722,St Albans 006A,Investigation complete; no suspect identified
4bc63f0de6d6b58c0098b924541ef8b5d1033c922718b6e50eb0b8c438d68b42,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.341018,51.828532,On or near NOKE SHOT,E01023687,St Albans 002C,Investigation complete; no suspect identified
196169ce35748f9c8a3b8a0b8ca87d7faac2eab8fbae329dd90395dabeaeba06,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.406063,51.793941,On or near BEN AUSTINS,E01023722,St Albans 006A,Investigation complete; no suspect identified
196169ce35748f9c8a3b8a0b8ca87d7faac2eab8fbae329dd90395dabeaeba06,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.406063,51.793941,On or near BEN AUSTINS,E01023722,St Albans 006A,Investigation complete; no suspect identified
b58d8df18593f92937fc18c1137611df79c61a007c3fdf4f17f4bef6f8f6f5d4,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.319231,51.820076,On or near MARSHALLS WAY,E01023749,St Albans 004D,Investigation complete; no suspect identified
4ba6a45281c7e1c65e895920598736916ebbb2da7b6b3b85b3f7e6e2599fc9b3,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.340339,51.802401,On or near CRANBOURNE DRIVE,E01023698,St Albans 005D,Investigation complete; no suspect identified
45b54f6087a3c491d457f803bb1ffffea5053bdf40aaf991240364a6d3613cd6,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.339165,51.753028,On or near WADDINGTON ROAD,E01023727,St Albans 012B,Investigation complete; no suspect identified
712c59ec7e359f8cfa58f3b759492eac7fffd10b5798a106f26746a4377fad83,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.351562,51.757932,On or near DOWNEDGE,E01023669,St Albans 009A,Investigation complete; no suspect identified
3422f56169f36d84c1698630358cd166bdc386087ee3e27b0b6bbd9b40b8070c,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.335514,51.750666,On or near NEW KENT ROAD,E01023727,St Albans 012B,Investigation complete; no suspect identified
3279a095d2ec5a58415c4cfc15842643d3bcf44f1550ccf5c7bdb21dd066fe3d,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.322076,51.750088,On or near CAMP ROAD,E01023729,St Albans 012D,Investigation complete; no suspect identified
3279a095d2ec5a58415c4cfc15842643d3bcf44f1550ccf5c7bdb21dd066fe3d,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.322076,51.750088,On or near CAMP ROAD,E01023729,St Albans 012D,Investigation complete; no suspect identified
4f6765d605d0c121003c69238eb018f3f906d77a68b4822736d477364e3a1ba3,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.309903,51.747090,On or near COLLEGE ROAD,E01023681,St Albans 016A,Investigation complete; no suspect identified
4f6765d605d0c121003c69238eb018f3f906d77a68b4822736d477364e3a1ba3,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.309903,51.747090,On or near COLLEGE ROAD,E01023681,St Albans 016A,Investigation complete; no suspect identified
4f6765d605d0c121003c69238eb018f3f906d77a68b4822736d477364e3a1ba3,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.309903,51.747090,On or near COLLEGE ROAD,E01023681,St Albans 016A,Investigation complete; no suspect identified
f86ccc299e6c5dd6f809b41cafc56ccdae842623f9c68f98dd58281425b6f466,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.330395,51.750386,On or near Supermarket,E01023727,St Albans 012B,Investigation complete; no suspect identified
f86ccc299e6c5dd6f809b41cafc56ccdae842623f9c68f98dd58281425b6f466,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.330395,51.750386,On or near Supermarket,E01023727,St Albans 012B,Investigation complete; no suspect identified
a8d99765b2f13c1c897f14e4ce7343731e7b21841a9e69de3aefe2b1d4003a1e,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.337891,51.735242,On or near MITCHELL CLOSE,E01023739,St Albans 017C,Investigation complete; no suspect identified
a8d99765b2f13c1c897f14e4ce7343731e7b21841a9e69de3aefe2b1d4003a1e,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.337891,51.735242,On or near MITCHELL CLOSE,E01023739,St Albans 017C,Investigation complete; no suspect identified
78710fc926b04de58ececa11e96ec2b298a9f42b461f433c9a7baeff7655ea18,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.344153,51.745366,On or near Parking Area,E01023743,St Albans 014B,Investigation complete; no suspect identified
78710fc926b04de58ececa11e96ec2b298a9f42b461f433c9a7baeff7655ea18,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.344153,51.745366,On or near Parking Area,E01023743,St Albans 014B,Investigation complete; no suspect identified
79a37d8f30c35c8b871dc67edd6867b833436d8d4c043ca7c22078c4b38d926f,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.342983,51.738560,On or near LEAF WAY,E01023739,St Albans 017C,Investigation complete; no suspect identified
79a37d8f30c35c8b871dc67edd6867b833436d8d4c043ca7c22078c4b38d926f,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.342983,51.738560,On or near LEAF WAY,E01023739,St Albans 017C,Investigation complete; no suspect identified
3f86d152aafe5940a3fbe4870efa0cf5095d1383d9f58156184336a2d1888081,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.302406,51.773176,On or near LARKSWOOD RISE,E01023734,St Albans 007B,Investigation complete; no suspect identified
4cf2da589f661a7d21bf3d82998196d2a8f55422d409653555787491a2ace6d4,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.344031,51.768923,On or near MAPLE AVENUE,E01023671,St Albans 009C,Investigation complete; no suspect identified
1e108b7ea2e26b9f8b03ebc7a5fd80e43d3618a5146c151bb798a171a73e581b,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.312788,51.751708,On or near Petrol Station,E01023674,St Albans 011B,Investigation complete; no suspect identified
8a14f2a8a37f07b71bb474273d380391cfe1226222995157754900681e21a7d0,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.341899,51.738491,On or near TAVISTOCK AVENUE,E01023739,St Albans 017C,Investigation complete; no suspect identified
8a14f2a8a37f07b71bb474273d380391cfe1226222995157754900681e21a7d0,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.341899,51.738491,On or near TAVISTOCK AVENUE,E01023739,St Albans 017C,Investigation complete; no suspect identified
1f01d251b9fa42a1d592103201bde2e448aa0af9c914b29dadecfc8803cff5a4,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.339165,51.753028,On or near WADDINGTON ROAD,E01023727,St Albans 012B,Investigation complete; no suspect identified
1c477da955a64e2d8b2e51426eed3564a54e50c95feaae12c78faafa2c49cb7d,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.336097,51.754882,On or near ST PETER'S STREET,E01023676,St Albans 011D,Investigation complete; no suspect identified
9793eaffe5f1f725d0b2a9aef1de1c65ceb94241c8d8502bfe788766d86083e0,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.313447,51.743346,On or near ALDWICK,E01023683,St Albans 016C,Investigation complete; no suspect identified
9793eaffe5f1f725d0b2a9aef1de1c65ceb94241c8d8502bfe788766d86083e0,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.313447,51.743346,On or near ALDWICK,E01023683,St Albans 016C,Investigation complete; no suspect identified
a9ce1f236c3f35a176027e2ae236c4e4cc24800d7ebfc872d5bfd61e5e7d2338,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.339165,51.753028,On or near WADDINGTON ROAD,E01023727,St Albans 012B,Investigation complete; no suspect identified
0044f6355ea0362ae2d522da39f2b417040fd57c51c1b219a421d89937ff3898,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.331433,51.754465,On or near ST PETER'S ROAD,E01023676,St Albans 011D,Investigation complete; no suspect identified
0044f6355ea0362ae2d522da39f2b417040fd57c51c1b219a421d89937ff3898,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.331433,51.754465,On or near ST PETER'S ROAD,E01023676,St Albans 011D,Investigation complete; no suspect identified
d3095099ff01f0cc5daf0033904cda28c470aa820b69f83e4f540263b8a00048,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.330395,51.750386,On or near Supermarket,E01023727,St Albans 012B,Investigation complete; no suspect identified
91eddb7923fe6a8c0ee0763824b6395707dc73970dc3be83e73ba7bcf93d313b,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.346667,51.759428,On or near TEMPLE VIEW,E01023669,St Albans 009A,Investigation complete; no suspect identified
f13116cff2eb2709ded0165f1e2d6e7c0a4750ccf7ef26713f0466da0ff7fbf7,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.292604,51.764464,On or near ELIZABETH COURT,E01023735,St Albans 007C,Investigation complete; no suspect identified
6547066e9bbc8aea26f702317860bc19c8af4e1c9b31729a625ed7d6a2f84761,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.339671,51.771999,On or near ARUNDEL GROVE,E01023671,St Albans 009C,Investigation complete; no suspect identified
6547066e9bbc8aea26f702317860bc19c8af4e1c9b31729a625ed7d6a2f84761,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.339671,51.771999,On or near ARUNDEL GROVE,E01023671,St Albans 009C,Investigation complete; no suspect identified
b29a391ee5490bf9ca2992afa38349a2fdf0c7546cb48be21dd3b0df502a8c6a,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.316204,51.761532,On or near THE PARK,E01023714,St Albans 010B,Investigation complete; no suspect identified
da8ee4e7ea8ae38ac8850b9a10993161649078de8e69a9025d6a22f765bd2a32,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.316204,51.761532,On or near THE PARK,E01023714,St Albans 010B,Investigation complete; no suspect identified
43a16930a4f0c09d617a43e8ea12ff4f28dabd04a7b3e39ee7db1d7dcf1922a4,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.343508,51.734485,On or near HOWLAND GARTH,E01023739,St Albans 017C,Investigation complete; no suspect identified
c74c7a080a45737aa1766ca92c00131cd8c8c264fc4224acfac287ac7e36ed80,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.360719,51.746713,On or near ERMINE CLOSE,E01023742,St Albans 014A,Investigation complete; no suspect identified
5227aab91364aa6e8ec7e3637210bb4af15c67d7b8d7272184e93a9b145606b6,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.345451,51.758224,On or near NEWMARKET COURT,E01023669,St Albans 009A,Investigation complete; no suspect identified
c2f73817f71b3c427f31e01943f0a97cb3663d67c834a3090c206fd38fe3dd9a,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.336097,51.754882,On or near ST PETER'S STREET,E01023676,St Albans 011D,Investigation complete; no suspect identified
f20c5bacdf7e15dcaf24619e1af2ee4ce330b42d46608328b0294276963713d3,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.326695,51.748193,On or near CHARRINGTON PLACE,E01023729,St Albans 012D,Investigation complete; no suspect identified
6fe55f864e84182330ea3754972fcee7682398e2ce035019c78c9c328b7bb42b,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.340944,51.749933,On or near SUMPTER YARD,E01023743,St Albans 014B,Investigation complete; no suspect identified
a409b3aa118c36b086ead2fe9045f6953645bc7ca7d5624e66908a13b21af91a,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.312788,51.751708,On or near Petrol Station,E01023674,St Albans 011B,Investigation complete; no suspect identified
18f1e953a7a2b937356ab15c6e8cb2e485c3ddc16ecf8d59bf84832a4b15aafc,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.339165,51.753028,On or near WADDINGTON ROAD,E01023727,St Albans 012B,Investigation complete; no suspect identified
a282070c4389ff5bf783985de169862bb0bdc92254f23b07b9cf30478dd82fb8,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.333068,51.757672,On or near Parking Area,E01023676,St Albans 011D,Investigation complete; no suspect identified
b61f4be65d6fe24ff60b807048d133e5c6cd60fea48fcf71dc4b6761ae67e121,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.345581,51.739604,On or near PRAETORIAN COURT,E01023737,St Albans 017A,Investigation complete; no suspect identified
857069f977b84074951148dc8a48c8954418dfb3afbaede5bb2c47acf9bbe92b,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.312788,51.751708,On or near Petrol Station,E01023674,St Albans 011B,Investigation complete; no suspect identified
857069f977b84074951148dc8a48c8954418dfb3afbaede5bb2c47acf9bbe92b,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.312788,51.751708,On or near Petrol Station,E01023674,St Albans 011B,Investigation complete; no suspect identified
920d4a3ca8448159b2628435860be0c14bd9732fc1bf602a672f4c670cc0b667,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.342116,51.759868,On or near FALMOUTH COURT,E01023670,St Albans 009B,Investigation complete; no suspect identified
920d4a3ca8448159b2628435860be0c14bd9732fc1bf602a672f4c670cc0b667,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.342116,51.759868,On or near FALMOUTH COURT,E01023670,St Albans 009B,Investigation complete; no suspect identified
be74b47fcc861a360a2568c86d86f7f8bb837ffceed7e9f16ec73f51dce7a9c5,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.332833,51.768387,On or near TUDOR ROAD,E01023713,St Albans 007A,Investigation complete; no suspect identified
566caefd9c3a38f9bb43599b878480302783520fc96e07364e725e8f5aa8952e,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.339683,51.772854,On or near CAVAN DRIVE,E01023671,St Albans 009C,Investigation complete; no suspect identified
4137397abf6cada14dfccff3b88facfd77b9c0b8c676c6796ad34c9ef111d9bc,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.337888,51.755042,On or near ADELAIDE STREET,E01023727,St Albans 012B,Investigation complete; no suspect identified
400f2d9403d35a9e3a89aa11a46c4d3dfebcb93c36c7eeff34f2283b8f4ed779,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.344322,51.761347,On or near LAVENDER CRESCENT,E01023670,St Albans 009B,Investigation complete; no suspect identified
97a0a0ea877d2fb797b403d545075752878b7e55326d18a90541aa6f67d4ebe5,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.329500,51.747172,On or near GROSVENOR ROAD,E01023729,St Albans 012D,Investigation complete; no suspect identified
49dd642d42a7ef673f1e13ffc5133b3330f50d99efa39f26b50af6955d0a22cf,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.158991,51.894676,On or near Petrol Station,E01023750,Stevenage 009A,Investigation complete; no suspect identified
e1942782bc68b71c4caaa53c53545c15bd1013e3d3d56979d86b9b7d08510478,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.164537,51.917647,On or near JULIA GATE,E01023773,Stevenage 003C,Investigation complete; no suspect identified
64b9448997bfdf0523ac632822d8ecda55f433db4cba08cf641556af6484a903,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.219571,51.924373,On or near Petrol Station,E01023800,Stevenage 002E,Investigation complete; no suspect identified
2331918d777a6d8d0897a21a76b5ca69ae937370b0964a386048d2e3e8414254,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.205500,51.912164,On or near BASILS ROAD,E01023777,Stevenage 002B,Investigation complete; no suspect identified
bbd9595573da1bf00b9064feb67ef4f9d8350ad7fc6c9f17bfe0410dfc1cd3bf,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.183112,51.909923,On or near Pedestrian Subway,E01023780,Stevenage 006C,Investigation complete; no suspect identified
e8cb7207d17d0f97fc9683dae3b5b4fcfb2daba423c73509904c5561c2dd5703,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.170147,51.899471,On or near COLLENSWOOD ROAD,E01023752,Stevenage 009C,Investigation complete; no suspect identified
18818b45a6869f6fee91aa805d40796eda3495bf761462572c524a85b7db88f5,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.201612,51.906485,On or near Sports/Recreation Area,E01023779,Stevenage 006B,Investigation complete; no suspect identified
42da2ec15d3f2257eb5c63aca0e661bd485986c2de39b1ee6bcd44d9b915f339,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.179760,51.919133,On or near Parking Area,E01023774,Stevenage 003D,Investigation complete; no suspect identified
3bf9cd3ac134896f23fef1d50a73da266ce83ae282d564ec9793f7fd1ca32b3f,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.179323,51.903318,On or near Park/Open Space,E01023756,Stevenage 008B,Investigation complete; no suspect identified
4beddf4dd673ae1ebe482528716de0e157aeeabc34a50f18ff72d3662a3c0dfb,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.167129,51.918982,On or near LINGFIELD ROAD,E01023773,Stevenage 003C,Investigation complete; no suspect identified
9b716938690743298d68ab63751661b7907aca66896fa5aafdddc094953a3775,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.187656,51.881192,On or near SKIPTON CLOSE,E01023783,Stevenage 011A,Investigation complete; no suspect identified
a78c9dc9651084954809a9beb6aff618708e3fa4496ded2848bcce8052ad5538,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.208240,51.920388,On or near TUDOR CLOSE,E01023800,Stevenage 002E,Investigation complete; no suspect identified
a3326b0c74d587bc10f9b03a37076cb9fb5248efaca119ebfab406e8bf7d5823,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.208240,51.920388,On or near TUDOR CLOSE,E01023800,Stevenage 002E,Investigation complete; no suspect identified
61b3cd1936480b9f16046a2aeda84cb2276941de259a8d00d7736ec081c92c32,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.164059,51.916542,On or near TACITUS CLOSE,E01023773,Stevenage 003C,Investigation complete; no suspect identified
8dfa86f0a9aa5130b7981ba3bffac338bf773ced765e26a0e5d8825e4072cff2,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.184186,51.926197,On or near Pedestrian Subway,E01023788,Stevenage 001B,Investigation complete; no suspect identified
fa64e36259ef637813a910bdc6e4fdcbf143cd11107a8b3707257193d982a6fb,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.192740,51.921797,On or near ST ALBANS DRIVE,E01023799,Stevenage 002D,Investigation complete; no suspect identified
0913dfd18d8a6f828b56367cb0b56e1c4bfd3f0c05638b859b863ec39b4d015c,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.205363,51.904294,On or near Petrol Station,E01023758,Stevenage 008D,Investigation complete; no suspect identified
dce82b96e006685851483e85326f783c11ce1e4054f3ab701510d98794eafbc3,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.172798,51.922262,On or near ELY CLOSE,E01023789,Stevenage 001C,Investigation complete; no suspect identified
6e67a9dbad2a751ebe6c3d5dcf2ed2f7d834963e41e58c11f82899691bbfbb0a,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.194615,51.907331,On or near WORNHAM AVENUE,E01023779,Stevenage 006B,Investigation complete; no suspect identified
7f341b894d73a7f4bf10b358b37ea7ac38d83ebb4857e2f8e22428dc7cd9e0d6,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.182403,51.918481,On or near JESSOP ROAD,E01023774,Stevenage 003D,Investigation complete; no suspect identified
3c2f68c466283e64dd025f19a634551a7176037f84b2687f94ed1ed9924e3fa9,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.197256,51.900546,On or near PENN ROAD,E01023758,Stevenage 008D,Investigation complete; no suspect identified
a44ecb8b98eebde8f8b64883379b09f28d00f569c04c23826e9bbeb14a7c82c1,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.211471,51.926183,On or near Sports/Recreation Area,E01023800,Stevenage 002E,Investigation complete; no suspect identified
3d348c722ba3016d5d2e47f763c1b9d0467c4795877d09bc61ff391f029641f7,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.189301,51.902456,On or near BEDWELL PARK,E01023757,Stevenage 008C,Investigation complete; no suspect identified
135e2f14620ee0164684b2377b0a5409e6d1eccd4344e6fe6745aa1838cb64e5,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.181495,51.882293,On or near BROADWATER CRESCENT,E01023783,Stevenage 011A,Investigation complete; no suspect identified
92951db9f5593698d928eaeb3c7efd16bcce80f41b862dca3cf61f87bbcdcef2,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.181494,51.929114,On or near TAMAR CLOSE,E01023801,Stevenage 002F,Investigation complete; no suspect identified
e9b01a29485095d91fad075c521096ecfe99a1f10efb49a6816ca8f9db398124,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.207451,51.909163,On or near HOWARDE COURT,E01023775,Stevenage 006A,Investigation complete; no suspect identified
5e6ca45e09e7bde21fc82fb096f2af7a06db1e768b691cacf12acf1286fd91b4,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.170509,51.918837,On or near Pedestrian Subway,E01023771,Stevenage 003A,Investigation complete; no suspect identified
bc3ba5b1d70137b52b060e48aecb4d35e2494808d5f31e4425929361d679b85e,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.203302,51.903480,On or near Supermarket,E01023758,Stevenage 008D,Investigation complete; no suspect identified
5bf3a33bdce5db17f0b9b601464ff188bfb1342ec40003a766b8a00cafcee593,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.206032,51.896976,On or near NORTON ROAD,E01023786,Stevenage 011D,Investigation complete; no suspect identified
641d833d41c0d6ada5078c5be25b4ff87cdd2c94b4242294eb14b0ba26c67042,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.168256,51.917741,On or near WETHERBY CLOSE,E01023771,Stevenage 003A,Investigation complete; no suspect identified
1105b106d9ff0dae2ce98ffe4421c3285d73c7943667aeae4f0e8add90b3e9d0,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.199176,51.901250,On or near Pedestrian Subway,E01023758,Stevenage 008D,Investigation complete; no suspect identified
c69899293a2978e4a97b9154b1d4e9bc151651957544517fc10e14a83e1abfeb,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.209960,51.905317,On or near KILBY ROAD,E01023776,Stevenage 002A,Investigation complete; no suspect identified
0c12a529d314dcba8bf4d8bc9a40a3ec7e596ad84da8a30a6db2b5966127d498,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.196359,51.902987,On or near GARDEN WALK,E01023758,Stevenage 008D,Investigation complete; no suspect identified
a69ff13428dbc5092617664831943a11b4b63a523cd91ec3d7d0aa6b69b73773,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.190409,51.889705,On or near BROADHALL WAY,E01023786,Stevenage 011D,Investigation complete; no suspect identified
0f6a11997f8fa28ad8ed9b7bf9e1facf82e879a156f1ad7823ef0e4972071f8f,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.192356,51.904571,On or near THE DELL,E01023757,Stevenage 008C,Investigation complete; no suspect identified
36cffab1459f5b5aae507c90a2f18a5775ee0c8764051cc35fabd8235cc7661a,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.162454,51.906347,On or near FERRIER ROAD,E01023760,Stevenage 007B,Investigation complete; no suspect identified
1cdd1e727721fc1446e5a2f7837af208ba2a84dccd1d48a571f3beee87585ba2,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.174880,51.927573,On or near Parking Area,E01023801,Stevenage 002F,Investigation complete; no suspect identified
7ede949c4ccab51ca0b5c9b6fcad4122c2999fd21497ad3db0cf30338b07f588,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.205363,51.904294,On or near Petrol Station,E01023758,Stevenage 008D,Investigation complete; no suspect identified
c2ea6a9490461139e0e3d38791ba4aab8d532700420c3e76649da09661f8d5d9,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.205500,51.912164,On or near BASILS ROAD,E01023777,Stevenage 002B,Investigation complete; no suspect identified
24e890f183007e56251c1b605bc23a013359439a99461c22fbcd19c5ee3e17f0,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.164742,51.895862,On or near CHERTSEY RISE,E01023754,Stevenage 009E,Investigation complete; no suspect identified
d13627dc430b74abdf6a0b90821da0abceb5ea76595ef279fb764370de223a3c,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.210666,51.908754,On or near WOOLNERS WAY,E01023776,Stevenage 002A,Investigation complete; no suspect identified
8824c691e9e40d955cb923588d3b3b4fc01ebf4f759bf02ca1bd10a723700f78,2014-07,Hertfordshire Constabulary,Hertfordshire Constabulary,-0.168390,51.875471,On or near HERTFORD ROAD,E01023764,Stevenage 012B,Investigation complete; no suspect identified
